distance_t,angle_t,angle_act,distance_t+1,angle_t+1
1.2168262993298673,-0.9666808336083853,-1.2435091638891673,1.1303105356001586,-1.6467891652426758
0.32239472832783195,0.3417383501318776,-1.5027923147272235,0.41912273669787947,0.5800794163667882
-0.051000558245663054,0.6475768361004959,-0.0901826248988435,-0.07967275115522118,1.1689772762230104
0.980789352695611,0.534127061244702,-0.16544451465255605,0.944496299957772,0.9528818866896241
-0.9684001712288278,-0.8998491649619249,-0.4221350247216307,-1.0377758834107569,-1.638687495932175
0.6779618425590831,0.6708958854441562,-0.3812260132122712,0.7042526546206954,1.1925545833005193
0.0714237525727449,0.5101254219787449,-0.6826791532043338,0.12319389105882213,0.9214142007775902
-0.2694056481991768,0.6509066518035208,0.1535116523113653,-0.336645825256463,1.169853598831021
0.12035841517827045,-0.5118009779824733,-0.5149870131597541,0.017474721454984972,-0.8794554000444561
-0.630478741347193,0.6944907141181919,1.5404725683235378,-0.6249678492018502,1.1126782682756706
0.7373167903530282,1.2684938989126557,-0.966344968987759,0.8058889286835308,2.156605775518197
-1.3552018030264978,0.7424207316988066,1.7168523323295475,-1.3205203375654735,1.0919029767265205
0.344399847679366,-0.9412510190857568,-0.49812754002317944,0.26710574723439023,-1.6531873860258461
-0.5733205891716509,1.303590355691733,-1.2215460458081902,-0.5461880528637942,2.1690810936318385
-0.935253726877094,-0.9792418214165199,-0.8215758260674462,-1.0350885159451355,-1.7115707990784883
-0.5257696069325065,-1.3167576809175188,0.9808385990808559,-0.4632087806960231,-2.211108992936012
-0.4856978211068043,0.8013334213736196,-1.0933217534953739,-0.38905922455045616,1.3640603393976083
2.4343648251846823,0.8645231769983462,0.8384522879830494,2.3292144321923884,1.487186587991639
-1.5636455260241033,-0.9911322901608066,-1.2871183550829186,-1.6374005084470606,-1.4208186203594533
-0.3169347706319047,0.013388640867904034,-1.5389089546591728,-0.22322110232285064,0.04220055159758945
1.4343035166667641,-0.8953271928348621,-0.044687879096162786,1.4213531483458,-1.5733629532473505
1.2054287634016494,0.7314033644855312,-0.9362829089253235,1.3010852355358011,1.264628516593441
0.7239173286746226,0.4500767473536298,-1.3084589771744908,0.8216855579805493,0.7740365991467743
-0.17326078314223756,1.111177713400296,-1.2800641356254006,-0.12670756191341,1.8607588545276212
0.6431692014664983,0.8917012131948507,-0.13459656484720572,0.6630153630073249,1.5740845266741275
-0.8011464699402858,-1.47627733471199,0.8286018169873444,-0.7376485289571029,-2.471681099363022
-0.30165604718188993,-0.5195434191849467,-1.6356082036759845,-0.25282797424049896,-0.8401032229582484
-1.3105840123555683,-0.517535286737332,0.9085096653667635,-1.225888193989795,-0.9839529365370592
0.4783486473558152,-0.42444761799692293,-0.5341480380867879,0.37791838962494056,-0.7211846379799906
-0.7083782622818638,0.9305666451327586,-0.06296775272719134,-0.691132187826521,1.6881109318314562
0.45400380034158017,-0.5980017877669431,1.0863162955785575,0.5510950313342439,-1.0365153932583726
0.9894676786120928,0.6186024399068915,0.16376413984618504,0.9146760386199185,1.089794630132848
-0.6987708871737135,1.417535008217194,-0.9703408466622925,-0.6477848163189144,2.367071094611651
1.212667181741479,0.8360567688385825,0.42882782349435833,1.130411425174728,1.4597283676367643
-0.18234411204194637,0.500108261448614,1.5245649213996544,-0.148578575554481,0.8043960293412334
-0.35758769505059573,0.7219652978251478,-0.5838344610495658,-0.29050250085111695,1.2907313405126382
0.5947444224342933,0.7295129349665533,-1.355106574525559,0.6772028273112748,1.233899044634065
1.7074057233409092,-1.0129632347266595,-0.8769398861797683,1.6041226211879231,-1.7498146417092297
-0.17869918860624073,-0.35771028974678776,-0.38330336388954295,-0.28111588183748715,-0.6118597911458216
0.8069242572740211,-0.5891674224605615,-1.1845383600502541,0.7628500899139223,-0.9805129298776827
-0.08853530010599366,-1.1533243075407615,-0.34547732834960815,-0.10886716249390307,-2.0437488806091886
0.2180146437662688,-0.4177947371735592,-1.3697791571450764,0.23728474051110188,-0.6729008241215886
0.36744019719980964,0.3864911330432727,0.4486477586359381,0.265365619424004,0.6576383810224067
0.13494185275956988,-0.7821369331314401,0.805564055308124,0.22804462342213228,-1.3635949539535401
1.5341013064577236,0.8418721518025616,-0.45903723635909754,1.5969285883694573,1.4711665983057005
1.9589925973668016,-0.9259733160128696,1.37219958213313,2.0148081438275223,-1.5743772933394367
0.6680200663421793,0.7740257090394275,-0.08400599170635624,0.6584323092774406,1.3722129040759072
-0.2263675634417666,-0.9148771920865643,0.06745622463213138,-0.2124099488766011,-1.6375501801385188
0.356638168008877,0.49886381358184323,1.6073421340596998,0.403031264644122,0.8187328237266437
-1.3256693117890026,1.3343684919772063,-0.7962605982025318,-1.2408543563211238,2.2031428197843277
-0.31884351674858485,-0.20501377394713513,-1.548860995832373,-0.24159244026944712,-0.31414592671775937
2.0900260746639194,1.0389928948178626,1.1895446324592263,1.9921460652788807,1.778970557216001
0.2934105714928425,-1.2529689386540086,0.38096323685614986,0.3875391484634427,-2.171575312960531
-0.400175320506366,1.694711335064677,-0.28960987236358465,-0.305578693526866,2.8983436020292106
-1.6629241979009655,-0.34186513542916874,-0.9514370164679051,-1.6788653094438035,-0.012093897304198287
0.612666424104085,-1.1377107550338916,-0.6432298302374874,0.5403434231813322,-1.9902319905901311
0.34896046180783447,-0.8259253901237681,1.265149685365325,0.43140700345046756,-1.399060078516731
-1.071500234281617,-1.7348628469106733,-0.3462073981050503,-0.9982137510475062,-3.0721850705937688
-1.427737386772254,1.6213904674749497,-0.5458801536082646,-1.3442269079013929,2.6714222818853117
2.556582728710584,-0.8156514584467089,-1.6754986516176482,2.5594264643841123,-1.3827021487872644
-0.2659998004642327,-0.8642376476788195,0.1514858607979795,-0.24552362859502197,-1.550947693817238
-0.27938339776211496,1.443821694892061,-1.6355461354176841,-0.3473987527684804,2.4360203352623713
1.2340819467218782,0.9761255498252894,-1.3765449733400146,1.2832422905187957,1.652524563942579
-0.6653685259978201,0.5342602021295058,-1.697480435060722,-0.5987173814781491,0.8582019809914029
2.3901719096460825,0.7798481408012542,-1.651860815200496,2.4234766126482596,1.3202267431666517
1.1538332351833704,1.001178552485194,-0.8895154716886864,1.2493503997996307,1.717043694155702
-1.3828965733534337,1.7956754463163116,-1.0705659624383919,-1.405107855059842,2.8732265689370444
0.4137478707138102,1.0696950214213108,-0.06108412707822964,0.4504426653496948,1.88205461327338
0.3458936720664806,-0.9694129575433295,0.047170080656998625,0.36415110426180414,-1.7150958104626401
-0.5332844336738658,-0.5967615349599121,1.6202200439858114,-0.46487335689737597,-0.9748671274848194
-0.6005590786586991,-0.7342557051091627,-0.37638343792258255,-0.6849414651816591,-1.3130961238991279
1.2923137930980837,0.5801382051713987,-0.838944035979072,1.3712343501766342,1.01648107546874
-1.274585735935621,-1.4732635235171863,-1.3204780446699642,-1.375049124976912,-2.568449071861661
0.51294419341375,0.8019525212207597,-0.6854396005663035,0.5981960024603759,1.4006580947710643
-1.6780522205069834,-1.3235538440185324,-0.8822196066657504,-1.7367739255040446,-2.897733832021673
-0.9219959520779514,-1.3432826443744468,-0.2896032380176777,-0.8964201492462035,-2.4178495500667347
-0.2713823734741044,1.5846246731810103,1.5094593783458532,-0.3740298105057175,2.7273579520026168
2.3865517042659308,-0.9265068525070047,1.5712458364415527,2.409495317995301,-1.5735839895575792
0.7034475273616577,-1.2362028289248934,0.7495444898915303,0.7953980659257119,-2.116738624667829
0.6448936584664058,1.3831214921344754,-1.0090065364461123,0.6919701825249553,2.346314397752553
