iteration,layer,row_col,value
5,0,3_4,0.03209459
5,0,3_5,-0.053329047
5,0,3_6,-0.04596145
5,0,3_7,-0.066502064
5,0,3_8,-0.12663415
5,0,3_9,0.024478788
5,0,3_10,0.10664159
5,0,3_11,-0.07556057
5,0,3_12,0.031304985
5,0,3_13,-0.115318246
5,0,3_14,0.03995194
5,1,0_0,-0.1261253
5,1,0_1,-0.16024245
5,1,1_0,0.36416155
5,1,1_1,0.05111724
5,1,2_0,-0.02254647
5,1,2_1,0.22689492
5,1,3_0,0.012520363
5,1,3_1,-0.10002154
5,1,4_0,-0.123757824
5,1,4_1,-0.2388581
5,1,5_0,-0.21452244
5,1,5_1,0.01724816
5,1,6_0,0.10163585
5,1,6_1,-0.15218289
5,1,7_0,0.1661093
5,1,7_1,-0.03979848
5,1,8_0,0.09519348
5,1,8_1,0.20156372
5,1,9_0,-0.050257906
5,1,9_1,-0.13438405
5,1,10_0,-0.10523013
5,1,10_1,-0.034898523
5,1,11_0,0.038550615
5,1,11_1,0.16118279
5,1,12_0,0.02183548
5,1,12_1,0.04226866
5,1,13_0,0.04676137
5,1,13_1,0.20467693
5,1,14_0,-0.1618981
5,1,14_1,-0.1379557
6,0,0_0,-0.26814678
6,0,0_1,0.21754818
6,0,0_2,-0.09659541
6,0,0_3,-0.0052508465
6,0,0_4,-0.08949135
6,0,0_5,-0.3362805
6,0,0_6,0.14523132
6,0,0_7,0.33516496
6,0,0_8,0.10413931
6,0,0_9,-0.17289369
6,0,0_10,-0.11773618
6,0,0_11,0.121405624
6,0,0_12,-0.0649448
6,0,0_13,0.027988331
6,0,0_14,0.06548796
6,0,1_0,-0.29064468
6,0,1_1,-0.1081957
6,0,1_2,0.3486651
6,0,1_3,-0.13307936
6,0,1_4,-0.2516939
6,0,1_5,0.10831305
6,0,1_6,-0.26760608
6,0,1_7,-0.0192619
6,0,1_8,0.427613
6,0,1_9,-0.36637935
6,0,1_10,0.058412988
6,0,1_11,0.34159422
6,0,1_12,0.03043319
6,0,1_13,0.35998628
6,0,1_14,-0.2151757
6,0,2_0,-0.034463517
6,0,2_1,0.070587374
6,0,2_2,0.07857954
6,0,2_3,-0.27081126
6,0,2_4,0.11218615
6,0,2_5,0.11413958
6,0,2_6,-0.055166434
6,0,2_7,-0.010706745
6,0,2_8,-0.16007993
6,0,2_9,-0.052359886
6,0,2_10,0.15732774
6,0,2_11,0.18123135
6,0,2_12,-0.12820059
6,0,2_13,0.015840435
6,0,2_14,-0.07313056
6,0,3_0,-0.018816918
6,0,3_1,0.01682611
6,0,3_2,0.06566755
6,0,3_3,0.0275768
6,0,3_4,0.034345675
6,0,3_5,-0.047224935
6,0,3_6,-0.049367096
6,0,3_7,-0.070988275
6,0,3_8,-0.12879854
6,0,3_9,0.026748436
6,0,3_10,0.1094978
6,0,3_11,-0.07702138
6,0,3_12,0.030336631
6,0,3_13,-0.116425805
6,0,3_14,0.0433006
6,1,0_0,-0.13538074
6,1,0_1,-0.18043129
6,1,1_0,0.3792615
6,1,1_1,0.041579533
6,1,2_0,-0.03297763
6,1,2_1,0.24986887
6,1,3_0,0.014684319
6,1,3_1,-0.11877684
6,1,4_0,-0.12527749
6,1,4_1,-0.2616987
6,1,5_0,-0.23476379
6,1,5_1,0.02607629
6,1,6_0,0.12106391
6,1,6_1,-0.18301828
6,1,7_0,0.18640052
6,1,7_1,-0.04012349
6,1,8_0,0.094729
6,1,8_1,0.2217425
6,1,9_0,-0.053378794
6,1,9_1,-0.15765782
6,1,10_0,-0.12000266
6,1,10_1,-0.026460102
6,1,11_0,0.04039719
6,1,11_1,0.18609467
6,1,12_0,0.010166606
6,1,12_1,0.047397304
6,1,13_0,0.043118447
6,1,13_1,0.22667614
6,1,14_0,-0.15228967
6,1,14_1,-0.15749666
7,0,0_0,-0.28144354
7,0,0_1,0.23507418
7,0,0_2,-0.10149953
7,0,0_3,3.432666e-05
7,0,0_4,-0.09701097
7,0,0_5,-0.36268
7,0,0_6,0.16840109
7,0,0_7,0.3621854
7,0,0_8,0.11100363
7,0,0_9,-0.18010218
7,0,0_10,-0.1316451
7,0,0_11,0.12548056
7,0,0_12,-0.06426434
7,0,0_13,0.030451257
7,0,0_14,0.05507186
7,0,1_0,-0.31209135
7,0,1_1,-0.10906818
7,0,1_2,0.37073424
7,0,1_3,-0.1570011
7,0,1_4,-0.27104822
7,0,1_5,0.11957374
7,0,1_6,-0.298487
7,0,1_7,-0.029856361
7,0,1_8,0.44808406
7,0,1_9,-0.39409187
7,0,1_10,0.057312787
7,0,1_11,0.3688358
7,0,1_12,0.039712813
7,0,1_13,0.38148245
7,0,1_14,-0.23157962
7,0,2_0,-0.04021503
7,0,2_1,0.07020715
7,0,2_2,0.084950306
7,0,2_3,-0.2778054
7,0,2_4,0.10685584
7,0,2_5,0.1172763
7,0,2_6,-0.06427395
7,0,2_7,-0.013907837
7,0,2_8,-0.1544363
7,0,2_9,-0.060079005
7,0,2_10,0.15707198
7,0,2_11,0.18893075
7,0,2_12,-0.12569568
7,0,2_13,0.02188897
7,0,2_14,-0.07729714
7,0,3_0,-0.018181387
7,0,3_1,0.017414225
7,0,3_2,0.06445846
7,0,3_3,0.028718498
7,0,3_4,0.035094447
7,0,3_5,-0.048365492
7,0,3_6,-0.04757298
7,0,3_7,-0.06999458
7,0,3_8,-0.12961501
7,0,3_9,0.027947098
7,0,3_10,0.10930787
7,0,3_11,-0.07829741
7,0,3_12,0.030111808
7,0,3_13,-0.11745002
7,0,3_14,0.04349156
7,1,0_0,-0.14282535
7,1,0_1,-0.19651374
7,1,1_0,0.3962786
7,1,1_1,0.033661123
7,1,2_0,-0.045053978
7,1,2_1,0.26912355
7,1,3_0,0.020188777
7,1,3_1,-0.1360062
7,1,4_0,-0.12477479
7,1,4_1,-0.2804051
7,1,5_0,-0.25522763
7,1,5_1,0.035531394
7,1,6_0,0.1423421
7,1,6_1,-0.20981814
7,1,7_0,0.20711058
7,1,7_1,-0.043346528
7,1,8_0,0.09264377
7,1,8_1,0.23811589
7,1,9_0,-0.055454876
7,1,9_1,-0.17705224
7,1,10_0,-0.13641144
7,1,10_1,-0.019393448
7,1,11_0,0.03997752
7,1,11_1,0.20656584
7,1,12_0,-0.0018763028
7,1,12_1,0.05446452
7,1,13_0,0.038506247
7,1,13_1,0.24510531
7,1,14_0,-0.14286359
7,1,14_1,-0.17467685
8,0,0_0,-0.29230198
8,0,0_1,0.25207537
8,0,0_2,-0.10967847
8,0,0_3,0.0090752505
8,0,0_4,-0.102039866
8,0,0_5,-0.38881472
8,0,0_6,0.1947438
8,0,0_7,0.38944644
8,0,0_8,0.11515345
8,0,0_9,-0.18380533
8,0,0_10,-0.14644383
8,0,0_11,0.12596233
8,0,0_12,-0.066393316
8,0,0_13,0.029951738
8,0,0_14,0.04728125
8,0,1_0,-0.32894185
8,0,1_1,-0.111127466
8,0,1_2,0.38857096
8,0,1_3,-0.17715023
8,0,1_4,-0.2864256
8,0,1_5,0.13055792
8,0,1_6,-0.323611
8,0,1_7,-0.039434727
8,0,1_8,0.464375
8,0,1_9,-0.41641244
8,0,1_10,0.05787382
8,0,1_11,0.39068547
8,0,1_12,0.048169386
8,0,1_13,0.39879802
8,0,1_14,-0.24509384
8,0,2_0,-0.043218218
8,0,2_1,0.06909914
8,0,2_2,0.08896733
8,0,2_3,-0.28241464
8,0,2_4,0.10386564
8,0,2_5,0.12053922
8,0,2_6,-0.07049377
8,0,2_7,-0.016830606
8,0,2_8,-0.15122627
8,0,2_9,-0.064624034
8,0,2_10,0.15766686
8,0,2_11,0.19351915
8,0,2_12,-0.12390696
8,0,2_13,0.025525153
8,0,2_14,-0.07959333
8,0,3_0,-0.016219378
8,0,3_1,0.015220139
8,0,3_2,0.06463087
8,0,3_3,0.02858462
8,0,3_4,0.036253475
8,0,3_5,-0.04559676
8,0,3_6,-0.049007207
8,0,3_7,-0.072301455
8,0,3_8,-0.13070115
8,0,3_9,0.02917156
8,0,3_10,0.111039706
8,0,3_11,-0.07913083
8,0,3_12,0.03002481
8,0,3_13,-0.11802501
8,0,3_14,0.044968132
8,1,0_0,-0.15004991
8,1,0_1,-0.20825572
8,1,1_0,0.412483
8,1,1_1,0.028004268
8,1,2_0,-0.056297615
8,1,2_1,0.28421786
8,1,3_0,0.025677517
8,1,3_1,-0.1496174
8,1,4_0,-0.124791265
8,1,4_1,-0.29441795
8,1,5_0,-0.2758962
8,1,5_1,0.045589995
8,1,6_0,0.16276345
8,1,6_1,-0.23190495
8,1,7_0,0.22815369
8,1,7_1,-0.04870155
8,1,8_0,0.090928786
8,1,8_1,0.2505376
8,1,9_0,-0.056692492
8,1,9_1,-0.19291776
8,1,10_0,-0.1534675
8,1,10_1,-0.013350065
8,1,11_0,0.0394727
8,1,11_1,0.22239296
8,1,12_0,-0.013495306
8,1,12_1,0.061487347
8,1,13_0,0.033789065
8,1,13_1,0.26015323
8,1,14_0,-0.1341354
8,1,14_1,-0.18927711
9,0,0_0,-0.30558783
9,0,0_1,0.26861995
9,0,0_2,-0.11490495
9,0,0_3,0.014610157
9,0,0_4,-0.10934754
9,0,0_5,-0.4132497
9,0,0_6,0.2164801
9,0,0_7,0.41505966
9,0,0_8,0.1216829
9,0,0_9,-0.19139571
9,0,0_10,-0.16205305
9,0,0_11,0.1304441
9,0,0_12,-0.068901464
9,0,0_13,0.0322353
9,0,0_14,0.038671937
9,0,1_0,-0.34237108
9,0,1_1,-0.1115306
9,0,1_2,0.40189725
9,0,1_3,-0.19273092
9,0,1_4,-0.29845235
9,0,1_5,0.13703534
9,0,1_6,-0.34185794
9,0,1_7,-0.045337114
9,0,1_8,0.47705826
9,0,1_9,-0.43382427
9,0,1_10,0.058069114
9,0,1_11,0.4074938
9,0,1_12,0.055284515
9,0,1_13,0.412101
9,0,1_14,-0.2564569
9,0,2_0,-0.050511993
9,0,2_1,0.06912605
9,0,2_2,0.09654737
9,0,2_3,-0.29136744
9,0,2_4,0.09720518
9,0,2_5,0.12345282
9,0,2_6,-0.080919884
9,0,2_7,-0.019838642
9,0,2_8,-0.14420024
9,0,2_9,-0.07432431
9,0,2_10,0.15761077
9,0,2_11,0.2029978
9,0,2_12,-0.12006537
9,0,2_13,0.03297851
9,0,2_14,-0.08554914
9,0,3_0,-0.01438043
9,0,3_1,0.014736453
9,0,3_2,0.0632731
9,0,3_3,0.030108484
9,0,3_4,0.037812367
9,0,3_5,-0.045394342
9,0,3_6,-0.047701497
9,0,3_7,-0.07239473
9,0,3_8,-0.13231203
9,0,3_9,0.031339977
9,0,3_10,0.11145024
9,0,3_11,-0.08114985
9,0,3_12,0.029299147
9,0,3_13,-0.11960322
9,0,3_14,0.04627078
9,1,0_0,-0.15883136
9,1,0_1,-0.21803045
9,1,1_0,0.42824918
9,1,1_1,0.024239019
9,1,2_0,-0.063770056
9,1,2_1,0.2956104
9,1,3_0,0.029975634
9,1,3_1,-0.16145171
9,1,4_0,-0.12741636
9,1,4_1,-0.3056036
9,1,5_0,-0.29384145
9,1,5_1,0.052129153
9,1,6_0,0.1780378
9,1,6_1,-0.24839485
9,1,7_0,0.24791895
9,1,7_1,-0.051722046
9,1,8_0,0.09205936
9,1,8_1,0.26013088
9,1,9_0,-0.06157625
9,1,9_1,-0.20519608
9,1,10_0,-0.16950832
9,1,10_1,-0.009380796
9,1,11_0,0.04214246
9,1,11_1,0.23492314
9,1,12_0,-0.024439625
9,1,12_1,0.067223385
9,1,13_0,0.03323435
9,1,13_1,0.27148485
9,1,14_0,-0.13005659
9,1,14_1,-0.20019846
10,0,0_0,-0.31626147
10,0,0_1,0.2843655
10,0,0_2,-0.1233108
10,0,0_3,0.024322107
10,0,0_4,-0.11405668
10,0,0_5,-0.43707916
10,0,0_6,0.24132276
10,0,0_7,0.4404042
10,0,0_8,0.1254533
10,0,0_9,-0.19548507
10,0,0_10,-0.17792077
10,0,0_11,0.13123994
10,0,0_12,-0.07403501
10,0,0_13,0.031579357
10,0,0_14,0.032517914
10,0,1_0,-0.35011157
10,0,1_1,-0.11214016
10,0,1_2,0.4097395
10,0,1_3,-0.20213434
10,0,1_4,-0.3054251
10,0,1_5,0.14139757
10,0,1_6,-0.3527526
10,0,1_7,-0.049123276
10,0,1_8,0.48442262
10,0,1_9,-0.4441221
10,0,1_10,0.058514923
10,0,1_11,0.41740087
10,0,1_12,0.059672046
10,0,1_13,0.419911
10,0,1_14,-0.2631019
10,0,2_0,-0.051706024
10,0,2_1,0.06835333
10,0,2_2,0.098489724
10,0,2_3,-0.29369363
10,0,2_4,0.09589699
10,0,2_5,0.12530996
10,0,2_6,-0.08404011
10,0,2_7,-0.021550447
10,0,2_8,-0.14277543
10,0,2_9,-0.0763719
10,0,2_10,0.15825959
10,0,2_11,0.20509179
10,0,2_12,-0.118938796
10,0,2_13,0.034669213
10,0,2_14,-0.08662477
10,0,3_0,-0.011552938
10,0,3_1,0.012121271
10,0,3_2,0.06321547
10,0,3_3,0.0302569
10,0,3_4,0.039561417
10,0,3_5,-0.04218587
10,0,3_6,-0.049196508
10,0,3_7,-0.075228296
10,0,3_8,-0.13396986
10,0,3_9,0.03342236
10,0,3_10,0.11382705
10,0,3_11,-0.08268923
10,0,3_12,0.029435374
10,0,3_13,-0.12065778
10,0,3_14,0.048152085
10,1,0_0,-0.16781327
10,1,0_1,-0.22280225
10,1,1_0,0.44249988
