iteration,layer,row_col,value
32,1,14_1,-0.21710038
33,0,0_0,-0.37746418
33,0,0_1,0.36642352
33,0,0_2,-0.17195722
33,0,0_3,0.08533529
33,0,0_4,-0.13949202
33,0,0_5,-0.55979556
33,0,0_6,0.37181297
33,0,0_7,0.5745244
33,0,0_8,0.14540547
33,0,0_9,-0.22518821
33,0,0_10,-0.27484232
33,0,0_11,0.13960503
33,0,0_12,-0.12302184
33,0,0_13,0.028282374
33,0,0_14,0.0045586843
33,0,1_0,-0.36174187
33,0,1_1,-0.111018136
33,0,1_2,0.41968486
33,0,1_3,-0.21421745
33,0,1_4,-0.31529993
33,0,1_5,0.14433591
33,0,1_6,-0.365439
33,0,1_7,-0.051619478
33,0,1_8,0.49474174
33,0,1_9,-0.45883098
33,0,1_10,0.05743309
33,0,1_11,0.431089
33,0,1_12,0.06491274
33,0,1_13,0.43053442
33,0,1_14,-0.27292988
33,0,2_0,0.047373373
33,0,2_1,-0.053566486
33,0,2_2,0.123744234
33,0,2_3,-0.32917777
33,0,2_4,0.14474887
33,0,2_5,0.30429807
33,0,2_6,-0.19880562
33,0,2_7,-0.19376259
33,0,2_8,-0.18645026
33,0,2_9,-0.007784565
33,0,2_10,0.28656018
33,0,2_11,0.16413365
33,0,2_12,-0.05763151
33,0,2_13,0.013954866
33,0,2_14,-0.030291682
33,0,3_0,0.082667336
33,0,3_1,0.03388318
33,0,3_2,-0.060134176
33,0,3_3,0.17814425
33,0,3_4,0.14095113
33,0,3_5,-0.10231938
33,0,3_6,0.09751249
33,0,3_7,-0.014377909
33,0,3_8,-0.24282713
33,0,3_9,0.18365292
33,0,3_10,0.08295491
33,0,3_11,-0.23365137
33,0,3_12,-0.059564486
33,0,3_13,-0.24251965
33,0,3_14,0.12813029
33,1,0_0,-0.21617338
33,1,0_1,-0.22573169
33,1,1_0,0.5272723
33,1,1_1,0.013511927
33,1,2_0,-0.100276954
33,1,2_1,0.31269515
33,1,3_0,0.06655884
33,1,3_1,-0.17987877
33,1,4_0,-0.15362589
33,1,4_1,-0.3185085
33,1,5_0,-0.40061316
33,1,5_1,0.07226872
33,1,6_0,0.26625392
33,1,6_1,-0.27848262
33,1,7_0,0.36942706
33,1,7_1,-0.06882601
33,1,8_0,0.10858081
33,1,8_1,0.272156
33,1,9_0,-0.09998993
33,1,9_1,-0.2205746
33,1,10_0,-0.28835338
33,1,10_1,0.0011404634
33,1,11_0,0.06333737
33,1,11_1,0.2505583
33,1,12_0,-0.09259416
33,1,12_1,0.08260942
33,1,13_0,0.04120383
33,1,13_1,0.2879809
33,1,14_0,-0.12687507
33,1,14_1,-0.21709122
34,0,0_0,-0.37747476
34,0,0_1,0.3667268
34,0,0_2,-0.17245077
34,0,0_3,0.08599829
34,0,0_4,-0.1393542
34,0,0_5,-0.5603204
34,0,0_6,0.37264177
34,0,0_7,0.5751118
34,0,0_8,0.1452315
34,0,0_9,-0.2249585
34,0,0_10,-0.27525645
34,0,0_11,0.13926835
34,0,0_12,-0.12341302
34,0,0_13,0.02798624
34,0,0_14,0.0046366914
34,0,1_0,-0.36163428
34,0,1_1,-0.11070094
34,0,1_2,0.41928464
34,0,1_3,-0.21369861
34,0,1_4,-0.31509843
34,0,1_5,0.14371859
34,0,1_6,-0.3647237
34,0,1_7,-0.05105943
34,0,1_8,0.49451005
34,0,1_9,-0.4585223
34,0,1_10,0.05709786
34,0,1_11,0.43073398
34,0,1_12,0.06453637
34,0,1_13,0.43022972
34,0,1_14,-0.27274773
34,0,2_0,0.05349571
34,0,2_1,-0.06060012
34,0,2_2,0.124871925
34,0,2_3,-0.3309849
34,0,2_4,0.14793691
34,0,2_5,0.31442147
34,0,2_6,-0.20502128
34,0,2_7,-0.20357235
34,0,2_8,-0.18935518
34,0,2_9,-0.0032381439
34,0,2_10,0.29417536
34,0,2_11,0.161261
34,0,2_12,-0.054138836
34,0,2_13,0.01236084
34,0,2_14,-0.026737405
34,0,3_0,0.08687691
34,0,3_1,0.03505412
34,0,3_2,-0.065935045
34,0,3_3,0.18513846
34,0,3_4,0.1456189
34,0,3_5,-0.10532992
34,0,3_6,0.10443085
34,0,3_7,-0.011322387
34,0,3_8,-0.2478521
34,0,3_9,0.19047171
34,0,3_10,0.08127753
34,0,3_11,-0.24059038
34,0,3_12,-0.063925646
34,0,3_13,-0.24818552
34,0,3_14,0.13183042
34,1,0_0,-0.21662988
34,1,0_1,-0.22536083
34,1,1_0,0.5276806
34,1,1_1,0.013531635
34,1,2_0,-0.100133955
34,1,2_1,0.3124405
34,1,3_0,0.066867456
34,1,3_1,-0.17960244
34,1,4_0,-0.15409756
34,1,4_1,-0.3181809
34,1,5_0,-0.40092334
34,1,5_1,0.07240008
34,1,6_0,0.26627767
34,1,6_1,-0.27825913
34,1,7_0,0.3698633
34,1,7_1,-0.06903147
34,1,8_0,0.10899978
34,1,8_1,0.2719165
34,1,9_0,-0.10052978
34,1,9_1,-0.22030179
34,1,10_0,-0.28910303
34,1,10_1,0.0011313659
34,1,11_0,0.06365619
34,1,11_1,0.2502442
34,1,12_0,-0.09261997
34,1,12_1,0.08260971
34,1,13_0,0.041634
34,1,13_1,0.28778458
34,1,14_0,-0.12729512
34,1,14_1,-0.21690848
35,0,0_0,-0.37736648
35,0,0_1,0.3664417
35,0,0_2,-0.17211436
35,0,0_3,0.08554047
35,0,0_4,-0.13938433
35,0,0_5,-0.5598548
35,0,0_6,0.3720058
35,0,0_7,0.5745901
35,0,0_8,0.14528936
35,0,0_9,-0.22501786
35,0,0_10,-0.27486774
35,0,0_11,0.13942361
35,0,0_12,-0.12310555
35,0,0_13,0.028143382
35,0,0_14,0.0046363412
35,0,1_0,-0.3618428
35,0,1_1,-0.11089486
35,0,1_2,0.4196686
35,0,1_3,-0.21418974
35,0,1_4,-0.31535074
35,0,1_5,0.14415659
35,0,1_6,-0.36534452
35,0,1_7,-0.051458504
35,0,1_8,0.4947879
35,0,1_9,-0.45890236
35,0,1_10,0.05730884
35,0,1_11,0.43113312
35,0,1_12,0.064856365
35,0,1_13,0.43055964
35,0,1_14,-0.27298966
35,0,2_0,0.05888289
35,0,2_1,-0.067087434
35,0,2_2,0.12618428
35,0,2_3,-0.33301577
35,0,2_4,0.15063876
35,0,2_5,0.32384208
35,0,2_6,-0.21110657
35,0,2_7,-0.21270272
35,0,2_8,-0.19178218
35,0,2_9,0.0005954578
35,0,2_10,0.30121055
35,0,2_11,0.15896499
35,0,2_12,-0.05075955
35,0,2_13,0.011162395
35,0,2_14,-0.023684323
35,0,3_0,0.09176237
35,0,3_1,0.035933733
35,0,3_2,-0.07205398
35,0,3_3,0.19249101
35,0,3_4,0.15081438
35,0,3_5,-0.10807596
35,0,3_6,0.11149582
35,0,3_7,-0.008529001
35,0,3_8,-0.2534094
35,0,3_9,0.19804026
35,0,3_10,0.079950966
35,0,3_11,-0.24817683
35,0,3_12,-0.06835039
35,0,3_13,-0.25433862
35,0,3_14,0.13598669
35,1,0_0,-0.21633911
35,1,0_1,-0.22568245
35,1,1_0,0.52732337
35,1,1_1,0.013655984
35,1,2_0,-0.10028965
35,1,2_1,0.31267807
35,1,3_0,0.06723777
35,1,3_1,-0.17989752
35,1,4_0,-0.15395345
35,1,4_1,-0.31852224
35,1,5_0,-0.40102357
35,1,5_1,0.07254243
35,1,6_0,0.26644817
35,1,6_1,-0.2786073
35,1,7_0,0.3697176
35,1,7_1,-0.06897158
35,1,8_0,0.10884348
35,1,8_1,0.27220818
35,1,9_0,-0.100082286
35,1,9_1,-0.22077699
35,1,10_0,-0.28915074
35,1,10_1,0.001020108
35,1,11_0,0.06325624
35,1,11_1,0.25065285
35,1,12_0,-0.092323504
35,1,12_1,0.08273186
35,1,13_0,0.041275155
35,1,13_1,0.28818747
35,1,14_0,-0.12691408
35,1,14_1,-0.21730788
36,0,0_0,-0.37742943
36,0,0_1,0.36672336
36,0,0_2,-0.17250338
36,0,0_3,0.08606725
36,0,0_4,-0.1393103
36,0,0_5,-0.5603269
36,0,0_6,0.37269622
36,0,0_7,0.5751185
36,0,0_8,0.14518514
36,0,0_9,-0.2248895
36,0,0_10,-0.27525187
36,0,0_11,0.13919811
36,0,0_12,-0.12343458
36,0,0_13,0.027934093
36,0,0_14,0.004669052
36,0,1_0,-0.36169642
36,0,1_1,-0.11082194
36,0,1_2,0.41945896
36,0,1_3,-0.21392131
36,0,1_4,-0.3151949
36,0,1_5,0.14396404
36,0,1_6,-0.36502436
36,0,1_7,-0.05128297
36,0,1_8,0.4946191
36,0,1_9,-0.45866838
36,0,1_10,0.05722659
36,0,1_11,0.4308965
36,0,1_12,0.06469241
36,0,1_13,0.4303678
36,0,1_14,-0.27283642
36,0,2_0,0.06438764
36,0,2_1,-0.07332846
36,0,2_2,0.12711044
36,0,2_3,-0.33454788
36,0,2_4,0.1535423
36,0,2_5,0.33278477
36,0,2_6,-0.21652342
36,0,2_7,-0.22136591
36,0,2_8,-0.19443795
36,0,2_9,0.004729724
36,0,2_10,0.30797803
36,0,2_11,0.15632077
36,0,2_12,-0.04771745
36,0,2_13,0.009669057
36,0,2_14,-0.020463461
36,0,3_0,0.09640491
36,0,3_1,0.03708132
36,0,3_2,-0.07826723
36,0,3_3,0.1999789
36,0,3_4,0.15589741
36,0,3_5,-0.11117503
36,0,3_6,0.11883051
36,0,3_7,-0.005384822
36,0,3_8,-0.25887018
36,0,3_9,0.20545246
36,0,3_10,0.078286834
36,0,3_11,-0.25568616
36,0,3_12,-0.07297357
36,0,3_13,-0.26046306
36,0,3_14,0.14003222
36,1,0_0,-0.21655223
36,1,0_1,-0.22550063
36,1,1_0,0.52781683
36,1,1_1,0.013510998
36,1,2_0,-0.10043791
36,1,2_1,0.312586
36,1,3_0,0.067798726
36,1,3_1,-0.17991221
36,1,4_0,-0.1541253
36,1,4_1,-0.31841087
36,1,5_0,-0.40141848
36,1,5_1,0.072587304
36,1,6_0,0.26680467
36,1,6_1,-0.27853864
36,1,7_0,0.370169
36,1,7_1,-0.06908686
36,1,8_0,0.108984485
36,1,8_1,0.2721206
36,1,9_0,-0.10034498
36,1,9_1,-0.22056991
36,1,10_0,-0.28994718
36,1,10_1,0.0010335973
36,1,11_0,0.063279666
36,1,11_1,0.25051606
36,1,12_0,-0.09253408
36,1,12_1,0.08286489
36,1,13_0,0.041418616
36,1,13_1,0.2880621
36,1,14_0,-0.12706275
36,1,14_1,-0.21716827
37,0,0_0,-0.37701103
37,0,0_1,0.36645436
37,0,0_2,-0.17260572
37,0,0_3,0.08617464
37,0,0_4,-0.13901423
37,0,0_5,-0.55998456
37,0,0_6,0.37256998
37,0,0_7,0.5747382
37,0,0_8,0.14489469
37,0,0_9,-0.22443989
37,0,0_10,-0.27489707
37,0,0_11,0.13882282
37,0,0_12,-0.12335198
37,0,0_13,0.027685188
37,0,0_14,0.0049080434
37,0,1_0,-0.36170357
37,0,1_1,-0.11070767
37,0,1_2,0.41935906
37,0,1_3,-0.21378908
37,0,1_4,-0.31516358
37,0,1_5,0.14376096
37,0,1_6,-0.36482528
37,0,1_7,-0.05109889
37,0,1_8,0.4945792
37,0,1_9,-0.45861852
37,0,1_10,0.057107165
37,0,1_11,0.43082663
37,0,1_12,0.06458506
37,0,1_13,0.4303038
37,0,1_14,-0.27281258
37,0,2_0,0.06991781
37,0,2_1,-0.079966605
37,0,2_2,0.12843968
37,0,2_3,-0.33663437
37,0,2_4,0.15632859
37,0,2_5,0.34240642
37,0,2_6,-0.22273225
37,0,2_7,-0.23069215
37,0,2_8,-0.19694355
37,0,2_9,0.0086780675
37,0,2_10,0.3151944
37,0,2_11,0.15395105
37,0,2_12,-0.04427155
37,0,2_13,0.008423364
37,0,2_14,-0.017322082
37,0,3_0,0.100911506
37,0,3_1,0.038264565
37,0,3_2,-0.08439058
37,0,3_3,0.20736174
37,0,3_4,0.1608675
37,0,3_5,-0.11429806
37,0,3_6,0.12609111
37,0,3_7,-0.0022152371
37,0,3_8,-0.26421505
37,0,3_9,0.21269457
37,0,3_10,0.07657808
37,0,3_11,-0.2630412
37,0,3_12,-0.07756749
37,0,3_13,-0.2664741
37,0,3_14,0.14398648
37,1,0_0,-0.21655363
37,1,0_1,-0.22539063
37,1,1_0,0.5274573
37,1,1_1,0.013492299
37,1,2_0,-0.10024743
37,1,2_1,0.31254914
37,1,3_0,0.06789659
37,1,3_1,-0.1799317
37,1,4_0,-0.15431483
37,1,4_1,-0.31835362
37,1,5_0,-0.40135896
37,1,5_1,0.072739765
37,1,6_0,0.2665622
37,1,6_1,-0.27858296
37,1,7_0,0.36998886
37,1,7_1,-0.06923255
37,1,8_0,0.109149635
37,1,8_1,0.27209207
37,1,9_0,-0.10030019
37,1,9_1,-0.22055353
37,1,10_0,-0.2899457
37,1,10_1,0.0010332239
37,1,11_0,0.063254714
37,1,11_1,0.25048605
37,1,12_0,-0.09210273
37,1,12_1,0.08297754
37,1,13_0,0.041457925
37,1,13_1,0.28808326
37,1,14_0,-0.12708713
37,1,14_1,-0.21719156
38,0,0_0,-0.3771976
38,0,0_1,0.36629236
38,0,0_2,-0.17208557
38,0,0_3,0.08548627
38,0,0_4,-0.13928546
38,0,0_5,-0.55964273
38,0,0_6,0.37183785
38,0,0_7,0.574354
38,0,0_8,0.14519802
38,0,0_9,-0.2248717
38,0,0_10,-0.27466512
38,0,0_11,0.13932186
38,0,0_12,-0.12301465
38,0,0_13,0.028086573
38,0,0_14,0.0047192588
38,0,1_0,-0.36187154
38,0,1_1,-0.110854425
38,0,1_2,0.41965958
38,0,1_3,-0.21417409
38,0,1_4,-0.3153638
38,0,1_5,0.14409648
38,0,1_6,-0.36530793
38,0,1_7,-0.051404737
38,0,1_8,0.4947992
38,0,1_9,-0.45891988
38,0,1_10,0.05726736
38,0,1_11,0.43114185
38,0,1_12,0.06483387
38,0,1_13,0.4305641
38,0,1_14,-0.27300522
38,0,2_0,0.07553773
38,0,2_1,-0.08625111
38,0,2_2,0.1292935
38,0,2_3,-0.33809972
38,0,2_4,0.15933108
38,0,2_5,0.3513707
38,0,2_6,-0.22808453
38,0,2_7,-0.23937382
38,0,2_8,-0.19970024
38,0,2_9,0.012947539
38,0,2_10,0.32201973
38,0,2_11,0.15118691
38,0,2_12,-0.041266184
38,0,2_13,0.0068360954
38,0,2_14,-0.01400767
38,0,3_0,0.10582925
38,0,3_1,0.038829587
38,0,3_2,-0.09013848
38,0,3_3,0.21426104
38,0,3_4,0.16595158
38,0,3_5,-0.1165634
38,0,3_6,0.1325523
38,0,3_7,9.207716e-05
38,0,3_8,-0.2696269
38,0,3_9,0.22007275
38,0,3_10,0.07565785
38,0,3_11,-0.27036005
38,0,3_12,-0.081612095
38,0,3_13,-0.27238595
38,0,3_14,0.1480849
38,1,0_0,-0.21634288
38,1,0_1,-0.22579314
38,1,1_0,0.5273784
38,1,1_1,0.013521157
38,1,2_0,-0.100443244
38,1,2_1,0.3127638
38,1,3_0,0.06837552
38,1,3_1,-0.18030187
38,1,4_0,-0.1541956
38,1,4_1,-0.3187657
38,1,5_0,-0.40148127
38,1,5_1,0.07258813
38,1,6_0,0.26679957
38,1,6_1,-0.27876055
38,1,7_0,0.3699602
38,1,7_1,-0.06892139
38,1,8_0,0.10902822
38,1,8_1,0.2724028
38,1,9_0,-0.10004135
38,1,9_1,-0.22089384
38,1,10_0,-0.29020214
38,1,10_1,0.00083524006
38,1,11_0,0.0629309
38,1,11_1,0.25088212
38,1,12_0,-0.09197225
38,1,12_1,0.0830838
38,1,13_0,0.04123271
38,1,13_1,0.28836247
38,1,14_0,-0.12686327
38,1,14_1,-0.21743314
39,0,0_0,-0.37745
39,0,0_1,0.36650556
39,0,0_2,-0.17210859
39,0,0_3,0.08553707
39,0,0_4,-0.13943964
39,0,0_5,-0.5599373
39,0,0_6,0.3720544
39,0,0_7,0.5746816
39,0,0_8,0.14534271
39,0,0_9,-0.22510184
39,0,0_10,-0.27494937
39,0,0_11,0.1394887
39,0,0_12,-0.123129055
39,0,0_13,0.028185321
39,0,0_14,0.0045889136
39,0,1_0,-0.36197475
39,0,1_1,-0.11036272
39,0,1_2,0.4192996
39,0,1_3,-0.21369344
39,0,1_4,-0.31529483
39,0,1_5,0.14325328
39,0,1_6,-0.3645448
39,0,1_7,-0.050641775
39,0,1_8,0.49469683
39,0,1_9,-0.4588022
39,0,1_10,0.0567563
39,0,1_11,0.43093374
39,0,1_12,0.06442234
39,0,1_13,0.43036097
39,0,1_14,-0.2729697
39,0,2_0,0.08122538
39,0,2_1,-0.09272015
39,0,2_2,0.13027346
39,0,2_3,-0.33975288
39,0,2_4,0.16233441
39,0,2_5,0.36061996
39,0,2_6,-0.23372191
39,0,2_7,-0.24833399
39,0,2_8,-0.20244594
39,0,2_9,0.017213805
39,0,2_10,0.3290525
39,0,2_11,0.14847226
39,0,2_12,-0.038116004
39,0,2_13,0.005300019
39,0,2_14,-0.010675347
39,0,3_0,0.11034862
39,0,3_1,0.039733544
39,0,3_2,-0.09591421
39,0,3_3,0.22121552
39,0,3_4,0.17080447
39,0,3_5,-0.11924969
39,0,3_6,0.13925661
39,0,3_7,0.0028179504
39,0,3_8,-0.27482328
39,0,3_9,0.22712488
39,0,3_10,0.07431544
39,0,3_11,-0.2774566
39,0,3_12,-0.085840896
39,0,3_13,-0.27816227
39,0,3_14,0.15196845
39,1,0_0,-0.21697572
39,1,0_1,-0.22566098
39,1,1_0,0.5273966
39,1,1_1,0.01356746
39,1,2_0,-0.09996828
39,1,2_1,0.3125722
39,1,3_0,0.06822541
39,1,3_1,-0.1801816
39,1,4_0,-0.1549389
39,1,4_1,-0.31864035
39,1,5_0,-0.40174463
39,1,5_1,0.07244807
39,1,6_0,0.26646295
39,1,6_1,-0.27847233
39,1,7_0,0.370318
39,1,7_1,-0.068799846
39,1,8_0,0.10967719
39,1,8_1,0.27229285
39,1,9_0,-0.100624256
39,1,9_1,-0.22071019
39,1,10_0,-0.29070228
39,1,10_1,0.00068244094
39,1,11_0,0.063484885
39,1,11_1,0.25072652
39,1,12_0,-0.091732316
39,1,12_1,0.08304216
39,1,13_0,0.041773617
39,1,13_1,0.28821012
39,1,14_0,-0.12736511
39,1,14_1,-0.21726514
40,0,0_0,-0.37695208
40,0,0_1,0.3664022
40,0,0_2,-0.17259426
40,0,0_3,0.08615598
40,0,0_4,-0.13898009
40,0,0_5,-0.5599093
40,0,0_6,0.37250838
40,0,0_7,0.57465374
40,0,0_8,0.14486338
40,0,0_9,-0.2243909
40,0,0_10,-0.2748255
40,0,0_11,0.13878836
40,0,0_12,-0.12331985
40,0,0_13,0.027666613
40,0,0_14,0.004936204
40,0,1_0,-0.36168587
40,0,1_1,-0.11066188
40,0,1_2,0.4193003
40,0,1_3,-0.21370968
40,0,1_4,-0.31513306
40,0,1_5,0.14367288
40,0,1_6,-0.36472067
40,0,1_7,-0.05101972
40,0,1_8,0.49454436
40,0,1_9,-0.45857134
40,0,1_10,0.05705888
40,0,1_11,0.4307725
40,0,1_12,0.06452886
40,0,1_13,0.43025857
40,0,1_14,-0.27278438
40,0,2_0,0.086338505
40,0,2_1,-0.09877438
40,0,2_2,0.13141824
40,0,2_3,-0.34159842
40,0,2_4,0.16494843
40,0,2_5,0.36935842
40,0,2_6,-0.23929672
40,0,2_7,-0.25680217
40,0,2_8,-0.20480712
40,0,2_9,0.020908643
40,0,2_10,0.33565202
40,0,2_11,0.1462223
40,0,2_12,-0.035030577
40,0,2_13,0.00409049
40,0,2_14,-0.0077458904
40,0,3_0,0.11457921
40,0,3_1,0.04106265
40,0,3_2,-0.101939194
40,0,3_3,0.22850081
40,0,3_4,0.1755736
40,0,3_5,-0.122522615
40,0,3_6,0.14649397
40,0,3_7,0.0061316737
40,0,3_8,-0.27996674
40,0,3_9,0.2340652
40,0,3_10,0.07243133
40,0,3_11,-0.2845643
40,0,3_12,-0.090447344
40,0,3_13,-0.28399846
40,0,3_14,0.15575008
40,1,0_0,-0.21664265
40,1,0_1,-0.22541006
40,1,1_0,0.5275961
40,1,1_1,0.013608522
40,1,2_0,-0.10041654
40,1,2_1,0.31252483
40,1,3_0,0.06903094
40,1,3_1,-0.18009408
40,1,4_0,-0.15461066
40,1,4_1,-0.31846565
40,1,5_0,-0.40196425
40,1,5_1,0.072885744
40,1,6_0,0.26701155
40,1,6_1,-0.2786498
40,1,7_0,0.37039244
40,1,7_1,-0.06923036
40,1,8_0,0.10936951
40,1,8_1,0.27220228
40,1,9_0,-0.10029432
40,1,9_1,-0.22075084
40,1,10_0,-0.291151
40,1,10_1,0.0007826083
40,1,11_0,0.06297584
40,1,11_1,0.25064397
40,1,12_0,-0.0918675
40,1,12_1,0.083207466
40,1,13_0,0.04142181
40,1,13_1,0.2882943
40,1,14_0,-0.12704262
40,1,14_1,-0.21738662
41,0,0_0,-0.3772228
41,0,0_1,0.3663583
41,0,0_2,-0.17216027
41,0,0_3,0.08559148
41,0,0_4,-0.1392801
41,0,0_5,-0.55974746
41,0,0_6,0.3719796
41,0,0_7,0.57447034
41,0,0_8,0.14518651
41,0,0_9,-0.22486095
41,0,0_10,-0.2747535
41,0,0_11,0.13928789
41,0,0_12,-0.1230821
41,0,0_13,0.028053362
41,0,0_14,0.00471721
41,0,1_0,-0.36184415
41,0,1_1,-0.11059365
41,0,1_2,0.4193903
41,0,1_3,-0.21381854
41,0,1_4,-0.31525367
41,0,1_5,0.14361684
41,0,1_6,-0.3647996
41,0,1_7,-0.05097044
41,0,1_8,0.49466735
41,0,1_9,-0.45874828
41,0,1_10,0.056993578
41,0,1_11,0.4309273
41,0,1_12,0.06456325
41,0,1_13,0.43037528
41,0,1_14,-0.27291164
41,0,2_0,0.092075974
41,0,2_1,-0.10497267
41,0,2_2,0.13205588
41,0,2_3,-0.3428149
41,0,2_4,0.16810238
41,0,2_5,0.3781084
41,0,2_6,-0.2443079
41,0,2_7,-0.2652743
41,0,2_8,-0.20772928
41,0,2_9,0.025395803
41,0,2_10,0.34239587
41,0,2_11,0.14323208
41,0,2_12,-0.03220789
41,0,2_13,0.0023117287
41,0,2_14,-0.004295445
41,0,3_0,0.11928987
41,0,3_1,0.041638147
41,0,3_2,-0.10749126
41,0,3_3,0.235168
41,0,3_4,0.18046458
41,0,3_5,-0.124750376
41,0,3_6,0.15274537
41,0,3_7,0.008397536
41,0,3_8,-0.28517482
41,0,3_9,0.24114734
41,0,3_10,0.0715081
41,0,3_11,-0.29160228
41,0,3_12,-0.094378494
41,0,3_13,-0.28969675
41,0,3_14,0.1596944
41,1,0_0,-0.21669236
41,1,0_1,-0.22569555
41,1,1_0,0.527636
41,1,1_1,0.013610921
41,1,2_0,-0.10041416
41,1,2_1,0.31262478
41,1,3_0,0.069358714
41,1,3_1,-0.18035682
41,1,4_0,-0.15474491
41,1,4_1,-0.3187584
41,1,5_0,-0.40208346
41,1,5_1,0.07264339
41,1,6_0,0.26706362
41,1,6_1,-0.27865046
41,1,7_0,0.37047225
41,1,7_1,-0.06889188
41,1,8_0,0.10948447
41,1,8_1,0.27240717
41,1,9_0,-0.10036088
41,1,9_1,-0.22090866
41,1,10_0,-0.29151815
41,1,10_1,0.0005678275
41,1,11_0,0.06293866
41,1,11_1,0.25088844
41,1,12_0,-0.091748714
41,1,12_1,0.08327536
41,1,13_0,0.041486777
41,1,13_1,0.28841913
41,1,14_0,-0.12711322
41,1,14_1,-0.21746966
42,0,0_0,-0.37726936
42,0,0_1,0.36648628
42,0,0_2,-0.17231345
42,0,0_3,0.085802495
42,0,0_4,-0.13926491
42,0,0_5,-0.55995685
42,0,0_6,0.3722661
42,0,0_7,0.574704
42,0,0_8,0.1451588
42,0,0_9,-0.22483091
42,0,0_10,-0.27492827
42,0,0_11,0.13921435
42,0,0_12,-0.12321931
42,0,0_13,0.027980495
42,0,0_14,0.0047186064
42,0,1_0,-0.3615974
42,0,1_1,-0.11034855
42,0,1_2,0.41892123
42,0,1_3,-0.21321213
42,0,1_4,-0.3149498
42,0,1_5,0.14307159
42,0,1_6,-0.36403725
42,0,1_7,-0.05047465
42,0,1_8,0.49433202
42,0,1_9,-0.4582892
42,0,1_10,0.05672633
42,0,1_11,0.43044236
42,0,1_12,0.0641677
42,0,1_13,0.42997438
42,0,1_14,-0.27261984
42,0,2_0,0.09730264
42,0,2_1,-0.110975124
42,0,2_2,0.13302423
42,0,2_3,-0.34445792
42,0,2_4,0.1708483
42,0,2_5,0.3867003
42,0,2_6,-0.2496181
42,0,2_7,-0.273599
42,0,2_8,-0.21023297
42,0,2_9,0.029283216
42,0,2_10,0.3489487
42,0,2_11,0.1407874
42,0,2_12,-0.029253459
42,0,2_13,0.00093972014
42,0,2_14,-0.0012465481
42,0,3_0,0.12350184
42,0,3_1,0.042812895
42,0,3_2,-0.11330119
42,0,3_3,0.24218892
42,0,3_4,0.18514597
42,0,3_5,-0.1277812
42,0,3_6,0.15965186
42,0,3_7,0.011464854
42,0,3_8,-0.29021254
42,0,3_9,0.24794967
42,0,3_10,0.06982398
42,0,3_11,-0.2985334
42,0,3_12,-0.098774806
42,0,3_13,-0.2953802
42,0,3_14,0.16342229
42,1,0_0,-0.21701841
42,1,0_1,-0.22534047
42,1,1_0,0.527822
42,1,1_1,0.013795771
42,1,2_0,-0.10025467
42,1,2_1,0.3122649
42,1,3_0,0.06956965
42,1,3_1,-0.17996684
42,1,4_0,-0.15512367
42,1,4_1,-0.31839493
42,1,5_0,-0.4023
42,1,5_1,0.072618484
42,1,6_0,0.26702204
42,1,6_1,-0.27822068
42,1,7_0,0.37074414
42,1,7_1,-0.06890726
42,1,8_0,0.109817296
42,1,8_1,0.27212647
42,1,9_0,-0.10071762
42,1,9_1,-0.22063094
42,1,10_0,-0.29204464
42,1,10_1,0.0004170321
42,1,11_0,0.06316386
42,1,11_1,0.25053653
42,1,12_0,-0.091702715
42,1,12_1,0.08314141
42,1,13_0,0.04178928
42,1,13_1,0.28817898
42,1,14_0,-0.12741709
42,1,14_1,-0.21724397
43,0,0_0,-0.3768522
43,0,0_1,0.36632866
43,0,0_2,-0.17260166
43,0,0_3,0.08615747
43,0,0_4,-0.13891432
43,0,0_5,-0.5598095
43,0,0_6,0.3724486
43,0,0_7,0.5745423
43,0,0_8,0.14480022
43,0,0_9,-0.22429278
43,0,0_10,-0.2747251
43,0,0_11,0.13871104
43,0,0_12,-0.12328558
43,0,0_13,0.027617976
43,0,0_14,0.004989495
43,0,1_0,-0.3619951
43,0,1_1,-0.11019633
43,0,1_2,0.41916516
43,0,1_3,-0.21350907
43,0,1_4,-0.3152595
43,0,1_5,0.14296478
43,0,1_6,-0.36426958
43,0,1_7,-0.05038148
43,0,1_8,0.49464956
43,0,1_9,-0.45874345
43,0,1_10,0.056581393
43,0,1_11,0.43084455
43,0,1_12,0.0642736
43,0,1_13,0.4302795
43,0,1_14,-0.27294475
43,0,2_0,0.10235991
43,0,2_1,-0.11690571
43,0,2_2,0.13409665
43,0,2_3,-0.34623954
43,0,2_4,0.17346254
43,0,2_5,0.3952281
43,0,2_6,-0.25501618
43,0,2_7,-0.28186268
43,0,2_8,-0.21260186
43,0,2_9,0.032972872
43,0,2_10,0.35543483
43,0,2_11,0.13852045
43,0,2_12,-0.026264941
43,0,2_13,-0.00030057633
43,0,2_14,0.0016703736
43,0,3_0,0.12852329
43,0,3_1,0.043708365
43,0,3_2,-0.11958603
43,0,3_3,0.24974893
43,0,3_4,0.19049622
43,0,3_5,-0.13060716
43,0,3_6,0.16687858
43,0,3_7,0.014332377
43,0,3_8,-0.29593244
43,0,3_9,0.25569794
43,0,3_10,0.068472214
43,0,3_11,-0.30630705
43,0,3_12,-0.10335055
43,0,3_13,-0.30171323
43,0,3_14,0.16772042
43,1,0_0,-0.21711957
43,1,0_1,-0.22551759
43,1,1_0,0.5275989
