0_0_0,-0.0506661181,0.0002151721,0.01466874568598147,0.00002725404170085205882083988642
0_0_1,0.5304261095,0.0060089434,0.07751737482655098,0.000001032266850760291700502080108
0_0_2,0.4078875740,0.0056282897,0.07502192812771476,0.000004467128337150050911193347960
0_0_3,-0.0924153777,0.0003223526,0.01795418057166631,0.00001649949980463750151574352272
0_0_4,0.6452033256,0.0087979565,0.09379742267248072,0.000003328020936385700613325903240
0_0_5,0.0551919020,0.0000421007,0.006488505220773117,0.00002169874961113651827562035766
0_0_6,-0.3875881900,0.0040955302,0.06399632958225027,6.89869303767637432682922911E-7
0_0_7,-0.4109747982,0.0058866792,0.07672469745785902,0.000003005480146260535363866545584
0_0_8,0.0427181386,0.0002202511,0.014840859139551188,0.0000186422711176335560880117404
0_0_9,0.1673404679,0.0007464658,0.027321526311683247,0.000009980415376259358724660530695
0_1_0,-0.4267782034,0.0006937082,0.026338340874094555,0.00000143722691239846977059772181
0_1_1,-0.3601356270,0.0009693055,0.03113367148281744,0.000001137384105355862272267610090
0_1_2,0.0145537355,0.0001859917,0.013637877400827447,0.000008907208809640614679628254215
0_1_3,-0.3408351569,0.0014082602,0.03752679309506742,0.000001891656213461071823385041106
0_1_4,0.2946151356,0.0011518735,0.03393926192479736,0.000001132615557100946560133291528
0_1_5,-0.4209104792,0.0006473181,0.025442446816295008,0.00000161009785681167059099617295
0_1_6,0.3598745331,0.0010502307,0.032407263074810864,0.000001561752088569426867122570414
0_1_7,0.0261140251,0.0001638709,0.012801206974344255,0.000005734141422783312846383477005
0_1_8,-0.2836253406,0.0007848654,0.028015449309265056,0.000002250120641083602713160851778
0_1_9,0.3378464686,0.0005978353,0.024450670747445766,0.000001693415033017505590313385722
0_2_0,-0.0638761679,0.0020392247,0.045157775631667244,0.0000542414214492178804268726237
0_2_1,-0.4339213334,0.0114422551,0.10696847713228416,0.000003629421542794509411090060466
0_2_2,-0.3636822348,0.0281431322,0.16775914937791023,0.00000780072261192471460628887418
0_2_3,0.1121949163,0.0062364971,0.07897149549046162,0.00001198847173688358964706558766
0_2_4,-0.3748577343,0.0286032766,0.16912503244641228,0.000007641201756926320285924463815
0_2_5,0.0606593265,0.0009497308,0.030817702704776684,0.00001612733880452545835076931642
0_2_6,0.3986924623,0.0056192291,0.07496151746062776,0.000002791568935275635885359932189
0_2_7,0.4914487246,0.0179218679,0.13387258083715275,0.00000555723903782173006288068398
0_2_8,-0.0499928382,0.0003793194,0.019476123844338226,0.00002140943901119300587116401622
0_2_9,-0.1715023593,0.0037693079,0.06139468950976135,0.00001102535626383191676192387608
0_3_0,0.1372300575,0.0101049262,0.100523261984478,0.00002773709024459710079582672194
0_3_1,0.2807562945,0.0103450599,0.10171066758211746,0.00001122785320905051681763469649
0_3_2,-0.1155612318,0.0006257325,0.025014645710063534,0.00007737059214743673968658640945
0_3_3,0.4136388258,0.0269564574,0.16418421787735873,0.00001179462153531770918938800670
0_3_4,-0.2876200468,0.0040963160,0.06400246870238678,0.00003218419792698789196111449368
0_3_5,0.3047262893,0.0098178616,0.0990851230003778,0.00001197227265587844079271822213
0_3_6,-0.3838363628,0.0125527503,0.11203905702923422,0.000004771633012245469867755033118
0_3_7,-0.0458278128,0.0013893997,0.03727465224519204,0.0001269233849621915795930247322
0_3_8,0.2738299979,0.0124729823,0.1116825066874844,0.00000912120003450755935635634069
0_3_9,-0.2947384917,0.0075741065,0.08702934275288995,0.00002048931366859429744884958276
1_0_0,-0.0514539870,0.0000190850,0.004368638231760556,3.801652144798999618048009012E-8
1_0_1,-0.3697574872,0.0005944150,0.02438062755549988,0.000001511968636685978832439086396
1_1_0,0.2865385067,0.0015543192,0.039424855104362784,0.000003037519949877228813826978769
1_1_1,-0.2236127223,0.0006675783,0.02583753664728896,0.000006628356661065304232382921785
1_2_0,0.2244927895,0.0020357855,0.04511967974177122,0.000004282702098379858036482007012
1_2_1,0.0552452107,0.0000054780,0.002340512764331782,0.00000805265888976224230018505403
1_3_0,-0.0475695810,0.0001254191,0.011199066925418385,0.00000323909863948768327424411669
1_3_1,-0.2979018435,0.0011394357,0.03375552843609473,0.000002354374139027603966610035462
1_4_0,0.4647204305,0.0048558218,0.06968372693821707,0.00000168743586190869659306906528
1_4_1,0.2710144471,0.0011651760,0.034134674452819966,5.19396001911663850346322508E-7
1_5_0,0.0003099742,0.0000249644,0.004996438731736836,0.0002208597654943352534570719060
1_5_1,-0.3709079091,0.0005407793,0.02325466189820871,0.000001931643274244587602153955432
1_6_0,-0.2704482145,0.0011610832,0.034074670944852864,0.000002922465354707817259809522262
1_6_1,0.2930763976,0.0009260532,0.030431122227088506,0.000004152844782402655141406039375
1_7_0,-0.5652874128,0.0067177553,0.08196191371606693,0.000002383692979254583790519971295
1_7_1,0.1192222510,0.0000203406,0.00451005543203185,0.00001268679458489372941274305096
1_8_0,0.0826144806,0.0000391130,0.006254038695115341,0.000004179866541778811051714661164
1_8_1,-0.4597288135,0.0012604146,0.03550231823416606,0.000001935930592155996426702333678
1_9_0,0.1764650866,0.0003634871,0.019065337657644565,4.120468658808877994736018879E-7
1_9_1,0.4601428891,0.0007170924,0.026778580993025006,0.000001064454184666156846872523934
