0_0_0,0.04450929,0.03864211,0.025738325,0.02065284,0.008315362,0.002410893,-0.006418671,-0.0137728425,-0.01996806,-0.024081748,-0.028184285,-0.032432638,-0.036804028,-0.04111579,-0.044068463,-0.046861142,-0.049319584,-0.051507134,-0.053007152,-0.054370917,-0.05528333,-0.055792756,-0.056163512,-0.05675544,-0.05657885,-0.056836534,-0.05689836,-0.05694008,-0.057121236,-0.056773573,-0.056665204,-0.05677413,-0.056684937,-0.05653105,-0.05651117,-0.05672407,-0.056612965,-0.05660046,-0.05649639,-0.056536905,-0.056343783,-0.05640578,-0.05622073,-0.05604926,-0.056186892,-0.05571922,-0.05589429,-0.05576565,-0.05546626,-0.055611547,-0.055460725,-0.05546636,-0.055468336,-0.055286527,-0.055371083,-0.055156533,-0.055054408,-0.055206954,-0.055026922,-0.055032644,-0.054901272,-0.054820094,-0.054633234,-0.054652207,-0.054593515,-0.0546462,-0.054551564,-0.054498848,-0.054434907,-0.054367684,-0.05428767,-0.05420618,-0.054165337,-0.05409084,-0.05409534,-0.054011915,-0.054043822,-0.05395278,-0.053981334,-0.053918716,-0.053912923,-0.053879052,-0.05388467,-0.05380916,-0.0537581,-0.053755153,-0.053775623,-0.053727716,-0.053728066,-0.053736117,-0.05370313,-0.05371254,-0.053711794,-0.053682555,-0.053698838,-0.053667746,-0.053668972,-0.053673275,-0.05366614,-0.05366536,-0.053668294,-0.053664584,-0.053657793,-0.05365547,-0.053653266,-0.05365246,-0.05364976,-0.053650457,-0.05364927,-0.053649098,-0.0536481,-0.053647194,-0.05364807,-0.053647853,-0.05364736,-0.053647324,-0.053646833,-0.053647064,-0.053647004,-0.053646877,-0.05364692,-0.053646814,-0.053646766,-0.053646795,-0.053646736,-0.053646658,-0.053646687,-0.053646658,-0.05364668,-0.053646646,-0.0536466,-0.053646613,-0.053646587,-0.05364657,-0.053646557,-0.05364655,-0.05364657,-0.053646572,-0.053646583,-0.053646598,-0.05364655,-0.053646583,-0.05364656,-0.053646535,-0.05364657,-0.05364658,-0.05364656,-0.053646542,-0.053646572,-0.05364657,-0.053646512,-0.053646535,-0.053646542,-0.053646535,-0.053646527,-0.0536465,-0.0536465,-0.05364647,-0.053646516,-0.053646464,-0.05364649,-0.0536465,-0.053646397,-0.053646374,-0.05364639,-0.053646397,-0.053646363,-0.053646244,-0.053646386,-0.053646363,-0.05364638,-0.053646334,-0.0536463,-0.05364633,-0.05364636,-0.05364636,-0.053647075,-0.053645425,-0.0536435,-0.053659115,-0.05365122,-0.053644013,-0.053543948,-0.053661417,-0.05349737,-0.049946375,-0.05729551,-0.05844672,-0.05605401,-0.053805668,-0.05360504,-0.053389538,-0.052747566,-0.053092852,-0.05301037,-0.0530615,-0.05304386,-0.053039555,-0.053038005,-0.053035114
0_0_1,0.09500934,0.12437521,0.1497393,0.17955178,0.1994005,0.22621247,0.25155208,0.27425647,0.3066334,0.33793688,0.36802647,0.39818376,0.42348504,0.45025963,0.47127897,0.48985317,0.5078813,0.5205557,0.530795,0.5384967,0.5435176,0.54720455,0.5502892,0.5512127,0.55312467,0.55369717,0.5537983,0.55412436,0.55438167,0.5545111,0.5543163,0.55424064,0.5546566,0.55429465,0.55392367,0.55373615,0.5537136,0.5536565,0.55393225,0.5535064,0.55352837,0.5533884,0.5531997,0.55310285,0.55284446,0.553277,0.55308795,0.552996,0.55281633,0.55262434,0.55251884,0.5524806,0.55256814,0.55224717,0.55209005,0.55214256,0.5520454,0.55198324,0.551937,0.55177945,0.55173963,0.5519025,0.55162585,0.5515392,0.5515175,0.55145985,0.5513938,0.55132306,0.5512121,0.55126405,0.55127835,0.5511942,0.55115736,0.551059,0.55106527,0.5510245,0.5510191,0.5509386,0.550951,0.5509164,0.55090904,0.55091286,0.5508788,0.5508642,0.5508287,0.5508167,0.5508289,0.55079687,0.5507913,0.5507906,0.5507758,0.5507753,0.55077296,0.55075496,0.55076456,0.5507405,0.55074275,0.55074257,0.5507393,0.55073774,0.550738,0.5507364,0.55073017,0.5507292,0.55072695,0.55072546,0.55072355,0.5507238,0.550723,0.5507228,0.5507214,0.55072063,0.5507213,0.55072105,0.5507206,0.55072063,0.55072004,0.5507204,0.5507204,0.5507204,0.5507204,0.55072033,0.5507203,0.5507203,0.5507203,0.5507203,0.5507203,0.5507203,0.5507203,0.5507203,0.5507203,0.5507203,0.5507203,0.5507203,0.5507203,0.5507203,0.5507203,0.5507203,0.5507203,0.5507203,0.5507203,0.5507203,0.5507203,0.5507203,0.5507203,0.5507203,0.5507203,0.5507203,0.5507203,0.5507203,0.5507203,0.5507203,0.5507203,0.5507203,0.5507203,0.5507203,0.5507203,0.5507203,0.5507203,0.5507203,0.5507203,0.5507203,0.5507203,0.5507203,0.5507203,0.5507203,0.5507203,0.5507203,0.5507202,0.5507201,0.5507201,0.5507201,0.55072016,0.55072016,0.55072033,0.55072033,0.5507203,0.5507205,0.5507188,0.550723,0.5507227,0.55072176,0.5507672,0.55072343,0.5517035,0.55588806,0.54524213,0.55049485,0.5525591,0.5531128,0.5522199,0.55227256,0.55228496,0.55216163,0.5522177,0.55217564,0.5521815,0.5521784,0.5521828,0.55218166
0_0_2,0.054385196,0.0561363,0.06572591,0.07232984,0.08496441,0.097365744,0.116575316,0.13635024,0.1635959,0.18996675,0.21765321,0.24804658,0.27635264,0.30685484,0.33136275,0.35379076,0.37556005,0.3917843,0.40474978,0.41490507,0.42162004,0.42638397,0.4303244,0.43209168,0.4340492,0.43501422,0.43520397,0.43562448,0.4361383,0.43586144,0.43550503,0.43555033,0.43591458,0.43531182,0.43486267,0.4349074,0.43474388,0.434661,0.43484694,0.43441105,0.43419906,0.43411425,0.43367285,0.43335125,0.433224,0.4331443,0.43314162,0.43287888,0.43230632,0.43226376,0.43195802,0.43192026,0.43202028,0.4314307,0.43135422,0.43115067,0.4309142,0.43102854,0.43075508,0.43058294,0.43037632,0.43046132,0.4299165,0.4298406,0.42974383,0.42974252,0.42955077,0.42940482,0.4291994,0.42917618,0.4290941,0.4288977,0.4288051,0.42860115,0.4286136,0.42846414,0.42849717,0.42829338,0.42834243,0.4282255,0.42821,0.4281727,0.42814082,0.42803124,0.42792752,0.4279104,0.42794946,0.42785376,0.4278477,0.42785674,0.42779922,0.42781016,0.4278069,0.42775008,0.4277811,0.42771545,0.42771944,0.4277245,0.42771205,0.42770925,0.42771325,0.427707,0.4276917,0.4276877,0.42768246,0.42767993,0.4276745,0.42767534,0.42767316,0.42767283,0.42767015,0.42766792,0.4276697,0.42766878,0.42766765,0.42766765,0.42766637,0.42766705,0.42766666,0.42766643,0.42766628,0.42766616,0.427666,0.42766643,0.42766643,0.42766625,0.42766625,0.42766625,0.42766625,0.42766625,0.42766625,0.42766625,0.42766625,0.42766625,0.42766625,0.42766625,0.42766625,0.42766625,0.42766625,0.42766625,0.42766625,0.42766625,0.42766625,0.42766625,0.42766625,0.42766625,0.42766625,0.42766625,0.42766625,0.42766625,0.42766625,0.42766625,0.42766625,0.42766625,0.42766625,0.42766625,0.42766625,0.42766625,0.42766625,0.42766625,0.42766625,0.42766625,0.42766625,0.42766625,0.42766625,0.42766625,0.42766625,0.42766625,0.42766622,0.42766628,0.42766637,0.42766646,0.42766646,0.4276664,0.42766672,0.4276664,0.42766726,0.42766502,0.42766073,0.42768463,0.4276745,0.42766443,0.42759266,0.4276874,0.42859343,0.4318342,0.42138967,0.4304239,0.4299514,0.4282311,0.42701638,0.42687553,0.4262964,0.42647523,0.42646235,0.42646208,0.4264526,0.426445,0.42644846,0.42644465
0_0_3,-0.0055127563,0.0006337689,-0.0042791837,-0.001943164,-0.013596788,-0.017849933,-0.027181033,-0.036285378,-0.043707002,-0.048406776,-0.05352658,-0.059431966,-0.06636904,-0.07342578,-0.07841667,-0.08324986,-0.08765645,-0.091659784,-0.09447738,-0.097033955,-0.098755024,-0.09974489,-0.10048266,-0.10153546,-0.10129179,-0.10175574,-0.101866044,-0.101948194,-0.102269016,-0.10167285,-0.10147907,-0.10166386,-0.101523414,-0.10124583,-0.10119869,-0.10155878,-0.101366386,-0.101342276,-0.101171896,-0.101227045,-0.10089505,-0.10099662,-0.1006723,-0.10037362,-0.10060106,-0.099811226,-0.10010534,-0.09988027,-0.09935883,-0.09960139,-0.09933813,-0.09934629,-0.09935225,-0.09902799,-0.09916831,-0.098800644,-0.09862111,-0.09888095,-0.09856958,-0.09857396,-0.09834603,-0.09821143,-0.09787973,-0.09790919,-0.097807296,-0.097896025,-0.09773046,-0.097636916,-0.097522706,-0.09740853,-0.09727095,-0.097127266,-0.097055376,-0.09692309,-0.096930966,-0.09678537,-0.09684017,-0.09667994,-0.096729785,-0.09662028,-0.09660999,-0.09655161,-0.096560076,-0.09642895,-0.09633923,-0.09633366,-0.09636949,-0.09628537,-0.096285746,-0.096299656,-0.096241996,-0.09625822,-0.0962569,-0.0962056,-0.096234135,-0.09617946,-0.09618169,-0.0961891,-0.096176654,-0.096175246,-0.096180335,-0.09617385,-0.09616191,-0.09615786,-0.09615394,-0.09615253,-0.09614776,-0.09614895,-0.09614688,-0.09614659,-0.096144795,-0.0961432,-0.09614471,-0.096144326,-0.09614346,-0.09614338,-0.0961425,-0.0961429,-0.096142754,-0.09614254,-0.09614261,-0.09614244,-0.096142374,-0.096142426,-0.09614232,-0.09614219,-0.09614224,-0.09614217,-0.09614221,-0.096142165,-0.09614208,-0.096142106,-0.09614204,-0.096141994,-0.09614197,-0.096141964,-0.096141994,-0.09614201,-0.096142024,-0.09614204,-0.09614193,-0.09614198,-0.09614193,-0.096141905,-0.096141964,-0.096141994,-0.09614195,-0.09614193,-0.096141934,-0.09614191,-0.096141845,-0.09614188,-0.096141875,-0.096141875,-0.09614184,-0.09614178,-0.0961418,-0.09614177,-0.096141845,-0.096141756,-0.096141785,-0.096141815,-0.09614165,-0.096141614,-0.096141644,-0.096141666,-0.09614163,-0.09614141,-0.09614164,-0.0961416,-0.096141644,-0.096141554,-0.09614153,-0.09614157,-0.09614163,-0.096141644,-0.0961429,-0.096140034,-0.096136615,-0.0961638,-0.096150115,-0.0961376,-0.09596614,-0.096168034,-0.09592013,-0.09112351,-0.10001012,-0.10123729,-0.09826512,-0.09586436,-0.09561572,-0.09538505,-0.09469327,-0.095061265,-0.09497432,-0.09502794,-0.09500913,-0.095004365,-0.09500288,-0.094999745
0_0_4,0.081217594,0.11937367,0.16207622,0.20491809,0.25000578,0.28806326,0.33041126,0.36617327,0.40715244,0.44210276,0.47520974,0.50817865,0.53680485,0.5660631,0.5881873,0.60782236,0.626381,0.63997316,0.6505632,0.6588102,0.664207,0.6679602,0.67102927,0.6725571,0.67394155,0.6747496,0.6749127,0.6752389,0.6756844,0.6753525,0.67505103,0.6751252,0.6753612,0.6748615,0.6745239,0.6746361,0.67447555,0.6744111,0.67451006,0.67420405,0.6739771,0.6739379,0.6735448,0.673245,0.6732025,0.67297155,0.6730348,0.6727939,0.6722624,0.6722854,0.67200494,0.67197967,0.6720547,0.67155457,0.6715301,0.6713012,0.6710899,0.671231,0.6709638,0.6708394,0.6706393,0.67067176,0.6702029,0.67015433,0.6700617,0.6700806,0.66990525,0.669779,0.6696048,0.66956276,0.66947293,0.66929907,0.6692163,0.66903925,0.66905,0.6689099,0.6689457,0.66876304,0.66880953,0.6687008,0.6686874,0.66864765,0.6686263,0.668518,0.6684234,0.6684097,0.66844577,0.66835797,0.6683536,0.66836303,0.668309,0.66832054,0.6683178,0.6682655,0.6682941,0.66823465,0.668238,0.6682432,0.66823155,0.6682294,0.66823363,0.6682277,0.66821396,0.6682101,0.6682054,0.6682031,0.668198,0.66819894,0.6681968,0.6681963,0.66819394,0.66819215,0.6681938,0.6681929,0.6681921,0.6681921,0.66819096,0.6681915,0.66819143,0.6681911,0.668191,0.6681908,0.6681908,0.6681908,0.6681908,0.6681908,0.6681908,0.6681908,0.6681908,0.6681908,0.6681908,0.6681908,0.6681908,0.6681908,0.6681908,0.6681908,0.6681908,0.6681908,0.6681908,0.6681908,0.6681908,0.6681908,0.6681908,0.6681908,0.6681908,0.6681908,0.6681908,0.6681908,0.6681908,0.6681908,0.6681908,0.6681908,0.6681908,0.6681908,0.6681908,0.6681908,0.6681908,0.6681908,0.6681908,0.6681908,0.6681908,0.6681908,0.6681908,0.6681908,0.6681908,0.6681908,0.6681908,0.6681908,0.6681908,0.66819084,0.66819084,0.66819084,0.6681907,0.66819084,0.66819125,0.668191,0.6681918,0.6681894,0.6681855,0.6682087,0.6681983,0.6681881,0.66809875,0.6682119,0.6688236,0.67036134,0.6645931,0.6749764,0.6737994,0.6718221,0.67073244,0.6705437,0.6698424,0.67010796,0.6700707,0.67008704,0.67007315,0.67006546,0.6700679,0.67006344
0_0_5,0.10872474,0.10248155,0.08998959,0.08574042,0.074903205,0.070749104,0.06433047,0.059398644,0.05656247,0.0557456,0.05507384,0.054553144,0.05357468,0.052963547,0.052926585,0.052782148,0.05289012,0.0525843,0.052574463,0.052363884,0.05220648,0.052230842,0.052299652,0.05189982,0.05229712,0.052144498,0.052103266,0.05210803,0.051982142,0.052302882,0.052373,0.05226794,0.052398738,0.05248775,0.05245823,0.05224779,0.05234228,0.052345853,0.052471936,0.052382752,0.052555047,0.052482937,0.05262194,0.052760452,0.052607015,0.053072553,0.05289474,0.05299637,0.05323757,0.053085543,0.053205244,0.05319543,0.05320446,0.05332472,0.053230524,0.053426288,0.053504344,0.053361893,0.05351508,0.053490575,0.05360168,0.053693503,0.053824455,0.053796962,0.0538462,0.053792488,0.053868018,0.053905904,0.053948756,0.054014646,0.05408722,0.054148976,0.054180603,0.054234467,0.054231253,0.054300115,0.054271184,0.054341957,0.054318145,0.054369338,0.05437357,0.05440404,0.0543949,0.05446004,0.054500937,0.05450209,0.054485448,0.05452399,0.054522987,0.054515738,0.05454317,0.054534756,0.054535136,0.054558847,0.05454557,0.0545702,0.054569382,0.054565568,0.05457149,0.054571994,0.054569427,0.054572523,0.054577805,0.05457972,0.054581415,0.05458196,0.054584127,0.05458353,0.0545845,0.054584645,0.054585382,0.054586075,0.05458537,0.05458549,0.054585863,0.054585908,0.054586284,0.05458613,0.054586165,0.05458626,0.05458621,0.054586302,0.054586336,0.054586343,0.054586414,0.054586448,0.0545864,0.054586414,0.054586384,0.05458639,0.054586425,0.054586403,0.054586414,0.054586433,0.054586433,0.05458644,0.054586418,0.054586396,0.05458639,0.054586366,0.054586425,0.054586396,0.054586418,0.05458643,0.0545864,0.054586392,0.054586414,0.054586418,0.054586392,0.054586392,0.05458641,0.05458639,0.05458639,0.054586384,0.05458639,0.05458641,0.054586418,0.05458644,0.054586396,0.054586437,0.05458641,0.0545864,0.054586504,0.05458652,0.0545865,0.054586492,0.05458652,0.054586634,0.054586474,0.054586496,0.054586504,0.054586582,0.054586615,0.05458656,0.05458655,0.054586526,0.054585867,0.054587305,0.054588813,0.054575484,0.054582454,0.05458871,0.054682937,0.05457349,0.054838896,0.05868256,0.050431352,0.05046908,0.052662693,0.05474748,0.054778263,0.0549796,0.05555641,0.055227045,0.055310164,0.05525747,0.05527426,0.05527758,0.055279683,0.055282082
0_0_6,-0.030297555,-0.05741604,-0.07630965,-0.10153742,-0.11526005,-0.13607378,-0.15536006,-0.17270033,-0.19879936,-0.22456585,-0.24950996,-0.2748103,-0.29592964,-0.31854084,-0.33642802,-0.3522358,-0.3676334,-0.37835968,-0.38708273,-0.3935855,-0.39781705,-0.40096152,-0.4036051,-0.40428188,-0.4060165,-0.40646183,-0.4065366,-0.40681517,-0.40699998,-0.40719765,-0.40705106,-0.4069579,-0.40734774,-0.40706348,-0.40673923,-0.406522,-0.40652812,-0.40648028,-0.40674964,-0.40636253,-0.40642804,-0.406289,-0.4061658,-0.40612072,-0.40585846,-0.40635425,-0.40614438,-0.4060936,-0.40600565,-0.40580013,-0.40574247,-0.40570694,-0.405784,-0.40554228,-0.40538198,-0.40548,-0.4054182,-0.40532598,-0.40532812,-0.40518668,-0.40518302,-0.4053471,-0.405146,-0.40506443,-0.40505946,-0.40499565,-0.40495983,-0.40490955,-0.40482607,-0.4048886,-0.4049206,-0.40486535,-0.40484244,-0.40477288,-0.40477723,-0.4047612,-0.40474874,-0.4046993,-0.40470317,-0.40468746,-0.40468237,-0.40469396,-0.40466234,-0.4046676,-0.40464836,-0.4046385,-0.40464437,-0.40462747,-0.4046224,-0.40461984,-0.40461466,-0.4046118,-0.4046101,-0.40460104,-0.40460554,-0.40459174,-0.40459335,-0.40459222,-0.4045912,-0.40459004,-0.40458962,-0.4045892,-0.4045854,-0.40458512,-0.40458375,-0.40458274,-0.40458164,-0.4045816,-0.40458134,-0.4045811,-0.4045803,-0.40457982,-0.4045802,-0.40457982,-0.4045796,-0.40457973,-0.40457928,-0.40457952,-0.40457937,-0.40457937,-0.40457934,-0.4045792,-0.40457913,-0.40457913,-0.40457913,-0.40457913,-0.40457913,-0.40457913,-0.40457913,-0.40457913,-0.40457913,-0.40457913,-0.40457913,-0.40457913,-0.40457913,-0.40457913,-0.40457913,-0.40457913,-0.40457913,-0.40457913,-0.40457913,-0.40457913,-0.40457913,-0.40457913,-0.40457913,-0.40457913,-0.40457913,-0.40457913,-0.40457913,-0.40457913,-0.40457913,-0.40457913,-0.40457913,-0.40457913,-0.40457913,-0.40457913,-0.40457913,-0.40457913,-0.40457913,-0.40457913,-0.40457913,-0.40457913,-0.40457913,-0.40457913,-0.40457913,-0.40457913,-0.4045791,-0.40457925,-0.40457898,-0.4045791,-0.40457925,-0.4045795,-0.4045795,-0.40457937,-0.4045797,-0.4045794,-0.40457904,-0.40457925,-0.4045782,-0.40457818,-0.4045798,-0.40458077,-0.4046451,-0.40457797,-0.40548983,-0.4098771,-0.3990943,-0.40359774,-0.40567556,-0.4065612,-0.40580282,-0.40588915,-0.40601754,-0.4058449,-0.40591022,-0.40586337,-0.40587187,-0.40586987,-0.40587398,-0.40587342
0_0_7,-0.0063668415,-0.023297919,-0.035947178,-0.05752867,-0.07640746,-0.100961894,-0.12731881,-0.15139608,-0.18368691,-0.21406783,-0.24370173,-0.2739172,-0.30012903,-0.32777572,-0.34935877,-0.36859733,-0.38719392,-0.4005818,-0.41127807,-0.41947234,-0.42483807,-0.42869467,-0.4318962,-0.43311882,-0.43488362,-0.43558273,-0.4357154,-0.436056,-0.43640646,-0.43634164,-0.43609178,-0.43607756,-0.4364346,-0.4359954,-0.4356212,-0.43555498,-0.43547133,-0.4354082,-0.4356204,-0.43522555,-0.43513986,-0.43503672,-0.43474895,-0.43455827,-0.43438104,-0.43454543,-0.43445686,-0.43429446,-0.43395048,-0.43384233,-0.43365407,-0.43361932,-0.43370625,-0.43328807,-0.43318075,-0.433112,-0.4329588,-0.4329828,-0.43283615,-0.43268424,-0.432571,-0.43268546,-0.43230727,-0.43223244,-0.43217808,-0.43215117,-0.43203273,-0.43193302,-0.4317873,-0.43180072,-0.43176967,-0.43164054,-0.431581,-0.43144166,-0.43145028,-0.43136272,-0.4313754,-0.43124443,-0.43127254,-0.43120274,-0.4311924,-0.43117708,-0.43114665,-0.4310895,-0.43102542,-0.43101195,-0.43103555,-0.43097675,-0.43097138,-0.4309751,-0.4309418,-0.4309465,-0.430944,-0.43090954,-0.4309282,-0.43088698,-0.43088973,-0.43089208,-0.4308849,-0.43088302,-0.43088487,-0.43088117,-0.4308713,-0.43086904,-0.43086565,-0.43086395,-0.43086052,-0.43086112,-0.43085977,-0.43085954,-0.43085775,-0.43085632,-0.43085742,-0.43085676,-0.43085605,-0.43085617,-0.43085536,-0.43085578,-0.43085548,-0.4308552,-0.4308551,-0.43085492,-0.43085477,-0.43085486,-0.43085486,-0.43085483,-0.43085483,-0.43085483,-0.43085483,-0.43085483,-0.43085483,-0.43085483,-0.43085483,-0.43085483,-0.43085483,-0.43085483,-0.43085483,-0.43085483,-0.43085483,-0.43085483,-0.43085483,-0.43085483,-0.43085483,-0.43085483,-0.43085483,-0.43085483,-0.43085483,-0.43085483,-0.43085483,-0.43085483,-0.43085483,-0.43085483,-0.43085483,-0.43085483,-0.43085483,-0.43085483,-0.43085483,-0.43085483,-0.43085483,-0.43085483,-0.43085483,-0.43085483,-0.43085483,-0.43085483,-0.43085483,-0.43085483,-0.43085483,-0.43085483,-0.43085474,-0.4308547,-0.4308547,-0.4308548,-0.43085486,-0.43085468,-0.43085504,-0.43085468,-0.4308551,-0.43085387,-0.4308511,-0.4308641,-0.43085915,-0.43085405,-0.43084186,-0.43086556,-0.43174112,-0.4354977,-0.42577,-0.4327994,-0.43445247,-0.4339867,-0.43286756,-0.4328205,-0.4325144,-0.43254623,-0.43256935,-0.43254673,-0.4325447,-0.4325389,-0.4325432,-0.4325406
0_0_8,-0.04546837,-0.030808674,-0.0280783,-0.018388234,-0.019160716,-0.013521105,-0.011002888,-0.00896574,-0.003096947,0.0037249553,0.010042996,0.016297814,0.02080466,0.025879698,0.03010044,0.033637594,0.03728352,0.03942908,0.04137484,0.042622276,0.043407343,0.04412033,0.044763286,0.044534836,0.045287285,0.045240916,0.04521858,0.0452841,0.045206144,0.045550883,0.045585062,0.045466173,0.0456742,0.045695927,0.045597583,0.04535272,0.045443084,0.04543619,0.04561356,0.045445155,0.045621254,0.04552337,0.04562678,0.04574696,0.04554583,0.046090946,0.045878433,0.04596244,0.046169154,0.045981772,0.046081316,0.04606446,0.046090096,0.046149585,0.04602632,0.04623118,0.04629069,0.046137292,0.046281174,0.04622708,0.046330214,0.0464524,0.04653059,0.0464869,0.046531845,0.04646759,0.046530355,0.046554707,0.046576444,0.04665188,0.04672683,0.046772424,0.046796974,0.046832018,0.046830006,0.0468909,0.046861093,0.04691636,0.046894968,0.0469394,0.046942245,0.046973307,0.046957795,0.047019895,0.047053885,0.04705279,0.04703852,0.04707083,0.047068756,0.047061402,0.047085907,0.047077414,0.047077406,0.047097567,0.047086153,0.047106147,0.047105715,0.047101874,0.047107168,0.04710736,0.047104865,0.047107667,0.04711178,0.047113504,0.04711476,0.047115058,0.047116872,0.047116287,0.047117133,0.04711724,0.047117747,0.04711827,0.047117695,0.047117703,0.047117993,0.047118053,0.047118317,0.04711824,0.047118224,0.047118295,0.047118217,0.047118265,0.04711825,0.04711835,0.047118433,0.04711843,0.04711836,0.04711835,0.04711829,0.04711829,0.047118314,0.04711821,0.047118194,0.047118194,0.047118198,0.047118206,0.04711818,0.04711813,0.047118135,0.047118098,0.047118165,0.047118142,0.04711816,0.047118172,0.047118127,0.04711814,0.047118127,0.047118142,0.047118112,0.0471181,0.047118094,0.047118075,0.047118083,0.047118053,0.04711803,0.047118064,0.04711807,0.04711809,0.047118023,0.047118064,0.047118027,0.047118038,0.04711816,0.047118187,0.047118165,0.047118142,0.047118165,0.04711829,0.047118075,0.047118105,0.04711813,0.047118247,0.047118284,0.047118194,0.047118224,0.047118124,0.04711745,0.047118835,0.04712002,0.047107518,0.0471144,0.047120444,0.0472228,0.04710569,0.047557626,0.05191901,0.042517338,0.0439261,0.046220228,0.048201147,0.048040017,0.04822511,0.048725102,0.04841513,0.048498888,0.04844445,0.048460197,0.04846236,0.048465125,0.048466932
0_0_9,0.00667413,0.014697122,0.029527638,0.037791815,0.052726127,0.062174153,0.0749049,0.085775465,0.09703003,0.10615453,0.11528163,0.12476601,0.1335913,0.14273484,0.1495108,0.15572284,0.16150717,0.16603324,0.16942054,0.17220202,0.17403755,0.1752245,0.17616205,0.17692353,0.17709823,0.17746115,0.17754155,0.17764316,0.17787175,0.1775476,0.17740329,0.17749855,0.17748576,0.17726485,0.17717648,0.17735541,0.17723973,0.17721671,0.17716314,0.17712523,0.17693532,0.17697164,0.1767508,0.17656043,0.17665099,0.17626093,0.17640203,0.17625572,0.1759211,0.17603181,0.17586035,0.17585891,0.17587714,0.17563434,0.17569028,0.17548381,0.17536275,0.175505,0.17531493,0.17529142,0.1751515,0.17509997,0.17485994,0.174863,0.17479973,0.17484221,0.17473438,0.17466797,0.17458273,0.17452459,0.17444646,0.17434843,0.17430025,0.1742066,0.1742123,0.17412044,0.17415166,0.17404465,0.17407583,0.17400606,0.17399883,0.17396533,0.17396466,0.17388566,0.17382741,0.17382221,0.17384519,0.17379072,0.17379005,0.17379811,0.17376201,0.17377138,0.17377019,0.17373715,0.17375544,0.17371958,0.17372122,0.1737255,0.1737177,0.17371659,0.17371958,0.17371555,0.17370752,0.17370501,0.17370242,0.17370138,0.17369823,0.17369895,0.17369764,0.17369746,0.17369623,0.17369518,0.17369618,0.17369583,0.17369524,0.17369524,0.17369458,0.17369488,0.17369479,0.1736946,0.17369466,0.17369452,0.17369452,0.17369463,0.17369463,0.1736946,0.1736946,0.1736946,0.1736946,0.1736946,0.1736946,0.1736946,0.1736946,0.1736946,0.1736946,0.1736946,0.1736946,0.1736946,0.1736946,0.17369458,0.17369458,0.17369458,0.17369458,0.17369458,0.17369458,0.17369458,0.17369463,0.17369461,0.17369461,0.17369461,0.17369461,0.17369461,0.17369464,0.17369461,0.17369461,0.17369461,0.17369461,0.17369461,0.17369461,0.17369461,0.17369461,0.17369467,0.17369467,0.17369474,0.17369474,0.17369476,0.1736948,0.17369474,0.17369486,0.17369485,0.17369486,0.17369482,0.17369488,0.17369488,0.17369495,0.1736949,0.17369555,0.17369384,0.17369159,0.17370816,0.17370015,0.17369264,0.17359988,0.17371053,0.17372964,0.17128925,0.17606464,0.17976089,0.17729023,0.17493996,0.17447558,0.17425215,0.17354767,0.17389521,0.17381945,0.17386445,0.1738466,0.173841,0.17384046,0.17383699
