Iteración,Memoria 10,Memoria 50,Memoria 100
119,0.04171527309274877,0.04442970919349488,0.03331668127768323
120,0.041638161038416034,0.04629546815540779,0.032433696319210024
121,0.040937398718134344,0.043524883789716015,0.03219546701949225
122,0.030082338944059137,0.0420780548444583,0.031978607726059295
123,0.028273126643335984,0.041958786163196926,0.03036728112984975
124,0.028619715752814905,0.043394240775590134,0.029675622080238395
125,0.029094996843534237,0.043495683720836335,0.029512254564884197
126,0.02709933120283337,0.041362248687496946,0.030556659636868568
127,0.02965904005971339,0.040972046348527386,0.03136002045154832
128,0.024952645752426842,0.04109052145750632,0.0315043676568834
129,0.026994274677711254,0.03990902790614184,0.031580189067192295
130,0.02727370360879129,0.039040718097927696,0.03161971751030773
131,0.02757930587940713,0.03719884818413578,0.03164395939477704
132,0.027902503209162544,0.03877813799049237,0.03164312065845727
133,0.02829394926269267,0.0370369412177422,0.03162240973462534
134,0.02862547461697183,0.03918153863266187,0.03159721600773139
135,0.028800833856590064,0.03870950887963248,0.03156111575886536
136,0.028844708785331873,0.041150094094357846,0.03146337052638006
137,0.028816658506792617,0.03706659126811975,0.031302051389421076
138,0.028448077492107298,0.03634252511528271,0.031146842256142095
139,0.027544072481071775,0.03828367797772865,0.030993610768961642
140,0.026481102947514826,0.03757902926023865,0.030849079074511267
141,0.025202617944813762,0.06068571470590788,0.03169719056887085
142,0.023235303200673737,0.09039627936318975,0.03598952741838736
143,0.028409287603027075,0.08796931061652971,0.05024202468150871
144,0.028620147770415962,0.1015677313482233,0.17801159340888503
145,0.02744409989413881,0.1056514268844936,0.1691052225589395
146,0.02610120770350285,0.11232823230743794,0.15627725415722057
147,0.024236850103040088,0.1154116660676147,0.14954269196416187
148,0.021920233075521146,0.1106527895016494,0.1461149715196316
149,0.020352141582832092,0.1016950033345484,0.14218449461819463
150,0.02602961274322348,0.09476421843097502,0.13938279465443493
151,0.023958244259259805,0.09095654331582911,0.0710136964250207
152,0.020379536908311513,0.08676544802843508,0.05340513121780091
153,0.01994400768176324,0.07258244471987262,0.0480682143409606
154,0.02431499413938492,0.060114043280601506,0.04340778137321876
155,0.014222382033682025,0.05130857935948476,0.04181362070240989
156,0.013843385846884118,0.04862950940073436,0.04044874306729601
157,0.012076336899411759,0.046635874466070024,0.039216617684565
158,0.011759513219139782,0.04496727941636678,0.038098584879451364
159,0.011620961669389503,0.04346862719025797,0.03709407769796975
160,0.011384887827669282,0.04139113325106436,0.036221847064143275
161,0.01122314649006737,0.039958015303445456,0.03538644769732632
162,0.01179353379511325,0.03860524919317306,0.03458582853124925
163,0.0223250972677704,0.03735174839454909,0.0340160355134473
164,0.011393259589309335,0.03618292661235506,0.03363877907708353
165,0.010875373578303127,0.035160858233325466,0.0331912045271903
166,0.010676993607476266,0.034486629422936635,0.032721170459556866
167,0.011086093510450685,0.033805530974512464,0.032352123681631484
168,0.01214125777616585,0.03194475131139944,0.032050942549733834
169,0.013661724326877683,0.029795476494395144,0.03172234320180472
170,0.015875172989844383,0.03177231175870555,0.03143535594428225
171,0.024929818053585698,0.030756001570041533,0.03121434577955687
172,0.02386084679197034,0.029514447023941535,0.031021528929618312
173,0.04324396165878944,0.03656734862512484,0.029126776978224946
174,0.042931819789666675,0.02063969957723263,0.028328137442491203
175,0.03647206192315387,0.020706523580464736,0.028193935141472944
176,0.027711817465721975,0.020893738209678277,0.03148886924078388
177,0.02072491049267505,0.02147260603322657,0.030578704654236927
178,0.01966146056079059,0.029455074957943833,0.030126923433865672
179,0.019179507645805262,0.026877461808375268,0.0297416416602753
180,0.018802586486223512,0.025699829528060082,0.029374689398985184
181,0.018458517231345485,0.02528271339756702,0.0290237575298271
182,0.018122206642231534,0.024947575057788912,0.02869328181236497
183,0.017764290287590422,0.024697418429146644,0.03304360787333124
184,0.017458446525047494,0.02447539149292214,0.0369598702677674
185,0.017214573630499226,0.024266174855714095,0.03805885276708678
186,0.017161826155738656,0.024033601487599206,0.03806519031581548
187,0.0171946108079478,0.02376025177082387,0.037352735272101305
188,0.01720265289738907,0.023476904714348566,0.03695522207533969
189,0.01709176157574923,0.02323568939158451,0.03663405336365986
190,0.01690464533543876,0.023003705709646157,0.036328879663616476
191,0.01815642437794946,0.021377334133684762,0.03173801638846248
192,0.018207513850129822,0.020119326144372344,0.028993638759287853
193,0.017989438939898218,0.01961415419030771,0.02841125410271211
194,0.01777028334062371,0.01931206157809034,0.02746440231683278
195,0.017624538711143996,0.01911044420672594,0.026585089094160227
196,0.01752455117432046,0.018965364884135222,0.026223156144919987
197,0.017434132317620726,0.01885562735652398,0.025980602965283848
198,0.02584807456224469,0.018845950141137248,0.04211403959254672
199,0.021984434263794043,0.018912280871834185,0.04138026290422299
200,0.02054217820536584,0.01897026209438391,0.04237925956112029
201,0.01893589868890105,0.019019437131909057,0.04397163607500929
202,0.022382536820925374,0.0190614226767976,0.045178755318610465
203,0.017854988121950927,0.019102785192121927,0.04622599307337343
204,0.014482746660502914,0.01914592193392067,0.054054399051012184
205,0.014301273221229482,0.019197905384172372,0.056811754787069575
206,0.014151259450109447,0.019269677756191223,0.05637707504044135
207,0.014033089650884557,0.019446943973219985,0.056346132599504675
208,0.013924960070354576,0.01986683109540008,0.05373865411409132
209,0.013826937310286174,0.02082116092565323,0.04951117191623142
210,0.024848934940606346,0.029215949814890937,0.07280111142352735
211,0.016655499722066505,0.025413918886830148,0.07376747537077184
212,0.016245172783996776,0.0472215098719136,0.07307205908836076
213,0.015810522852464867,0.0390711645032423,0.07274813762397696
214,0.015498227945315737,0.036777083915291574,0.0781871347960778
215,0.015294155157394254,0.035892695936289805,0.07941280933164879
216,0.015369460753580732,0.03535038862625767,0.06898433064076925
217,0.015433709740672161,0.034902424664208447,0.06791117569510885
218,0.015627550994423853,0.0344985445647529,0.06757992064512777
219,0.015903442546420895,0.03424086222142888,0.06724121661168334
220,0.01626106690885062,0.03405818517641591,0.06048572584016103
221,0.01668234338648425,0.033878333923491585,0.054264721654584853
222,0.017240950582724675,0.033728766824259925,0.05254766706445393
223,0.018220214998404632,0.03423089476877994,0.05139645951399717
224,0.019191952950151688,0.03400497316230429,0.050462592017474404
225,0.020075462454901202,0.052649181534570724,0.07844441623504697
226,0.02080619599474828,0.04719669358973195,0.08721320369534936
227,0.02137486264885959,0.04130510161890208,0.09202734199284882
228,0.021795243316873797,0.03819202231210356,0.09169516660318282
229,0.022087903912449424,0.03715594543003834,0.09026340599019472
230,0.022284986695199148,0.03684757191268375,0.07474154292114843
231,0.022429184448012975,0.03674039636960316,0.07438487682175532
232,0.022562107565374592,0.05947849005829987,0.16006194455364098
233,0.02274328263342977,0.06349908250801904,0.12595560364288666
234,0.02293228849519499,0.07502589504226996,0.15258673473779788
235,0.02318479720823151,0.07917436348499772,0.15294844096784385
236,0.023507549264701996,0.08064883309838765,0.1520788603956462
237,0.024005658666403088,0.08213102088002647,0.12348745919215656
238,0.02478225388520427,0.08900593362188067,0.11438144261084467
239,0.02603353798569439,0.08219682512352434,0.116105748604969
240,0.027698099243001772,0.07740395375542446,0.12617253498906256
241,0.03224650548526859,0.08402556540648275,0.1336918126500289
242,0.023223492480665228,0.07954067721212099,0.12244200547987763
243,0.024221933841848835,0.07672492487886133,0.12734920890673038
244,0.02639396015059595,0.07362498292494217,0.044850640225450024
245,0.01274251821507598,0.07601707356583912,0.027800218885595293
246,0.01372884495773046,0.07243453529727331,0.027758395310604353
247,0.01450580672478166,0.07173037046967394,0.02775619116696459
248,0.015153445270311998,0.07147882045167175,0.027754204085379076
249,0.015762970050944153,0.07140581448237311,0.027751569993568325
250,0.01636470910628365,0.07132193419055638,0.02774802671779299
251,0.016982728530800108,0.07137617790323275,0.027744376485998118
252,0.01761186438021127,0.07305868930243535,0.027740672328255528
253,0.018323304339519272,0.08286941485589841,0.027736346707199693
254,0.019052426424336088,0.08387951457647805,0.02773198400844241
255,0.019829227942164643,0.08215342791273306,0.027729050780787756
256,0.020708420140687273,0.08106025319021398,0.02772576754020936
257,0.021796945451948418,0.07975639123742428,0.02772183653802597
258,0.023385081105658286,0.07640407611058155,0.02771775317914572
259,0.026495753766351483,0.06263438394155559,0.027714252833164244
260,0.033201382178291036,0.05744146104295175,0.027711699615825446
261,0.03237246120259498,0.07107330260594376,0.027709264798597998
262,0.049650279408632994,0.0885553761397527,0.02770701711828072
263,0.05297716837279168,0.0881512575113036,0.027705242431525164
264,0.04987848744119841,0.08752741109722643,0.027704262126575962
265,0.0495144971882127,0.08683934154601365,0.0277033786773683
266,0.04938737970165499,0.08618979591737143,0.02770282553181517
267,0.03881771403221613,0.0851510529974045,0.02770264570640809
268,0.048216818818245605,0.08493562681307366,0.027702471487450017
269,0.043625265814434516,0.08437168177749761,0.027702202984781116
270,0.043557308188117476,0.08393998714007431,0.027701824274930228
271,0.043889854253805954,0.0774095979413872,0.027701441461389854
272,0.04431101128497076,0.07158457394570766,0.027700891595898395
273,0.03242695287346643,0.08103052624462141,0.027687581250161974
274,0.024242508161076898,0.08018393991153681,0.027654248685547937
275,0.024242507438432193,0.07916749289241941,0.02762400978261789
276,0.02424250743831779,0.07733398815172852,0.027594642061175866
277,0.02424250743828742,0.059996210076679504,0.027565209706624492
278,0.02424250743823567,0.024283745910182147,0.02753497120828354
279,0.024242507438147775,0.024289337504993784,0.027504684867281054
280,0.02424250735130657,0.02429847045378251,0.027474574161298494
281,0.024242507062080434,0.024315834233255097,0.027444178682385224
282,0.024242508159878516,0.024352113781553327,0.027413654818679495
283,0.02424250870839768,0.03045311134138893,0.027394231319427653
284,0.024242509141047534,0.05438531199197115,0.027391858938968693
285,0.02424251064259017,0.05155010280605038,0.027389558344176477
286,0.02424251098756062,0.04997632491673259,0.02738675168066329
287,0.024242513901812757,0.028439914538683126,0.02921180998195311
288,0.024242521667615216,0.024301116076382735,0.06066752898760818
289,0.024242532436786045,0.02431165255922261,0.05931667670156018
290,0.024242550110170954,0.024330582430868445,0.052949318191318796
291,0.024242583068251618,0.02437940633658207,0.05272361546483907
292,0.024242653215835012,0.027118906848918857,0.05248014673771281
293,0.024243130420488358,0.0243599757859205,0.05222742030114838
294,0.025670421529903276,0.024414224740230802,0.05369362277515007
295,0.05412206144830182,0.028191458194743974,0.05515879051522774
296,0.05492789701625766,0.05063108882642393,0.057697356509891405
297,0.053096020917646286,0.05619068754091858,0.058481806830474825
298,0.053536344314329194,0.05462083238775306,0.07114335086399859
299,0.054098576424197145,0.0536541962527924,0.0939841423896
300,0.05089879987332055,0.05300689168816263,0.1991924136051805
301,0.0597795662089045,0.05328779736974023,0.18902265704387738
302,0.05836739165461482,0.05401226348867356,0.18526685036957452
303,0.058197525608133294,0.054688906743755636,0.18294587890767125
304,0.058216831612825155,0.05539559904553673,0.15289479860686567
305,0.05017490295875226,0.0560573226870743,0.12020703356415668
306,0.05304688929806236,0.056561839111092874,0.0418086744623516
307,0.05339045996584085,0.057014712932914706,0.03593415861418822
308,0.046130465693005426,0.02466684909134024,0.035715396635460896
309,0.06065940394367202,0.024261482884823896,0.03536591463378072
310,0.060338916809860116,0.024263476338557712,0.03501076250365392
311,0.060028774743741284,0.024266283023297426,0.034669860897643415
312,0.05969693342612113,0.024270516746542733,0.03433546590805193
313,0.05939113195326739,0.02427746860365294,0.03396798432957202
314,0.05911119652978421,0.024290943048975517,0.03356074123671744
315,0.042474570142471704,0.024329197063238713,0.03317554388624457
316,0.04367967054050303,0.025769266087514904,0.03283759661877026
317,0.04516131731977811,0.024961937185853843,0.03254769161975999
318,0.04503478814623756,0.04945505710024806,0.03232816129742518
319,0.04497168504183268,0.06020072574066845,0.032208394903127976
320,0.04482760312746563,0.04893225182096162,0.03208611968069655
321,0.04463048701468065,0.04588178773179198,0.03195575118787661
322,0.04436274853187823,0.0442458765409661,0.03181535470847238
323,0.04427576004626373,0.04345299492505464,0.034377460768730106
324,0.03417310521615555,0.04262487760682901,0.10324974086209603
325,0.04153726639050397,0.04222684130501567,0.14907250631738134
326,0.03898260388530396,0.02972398477380584,0.08602842102597195
327,0.02788935763132231,0.024350761624114526,0.07725711565766728
328,0.040680327125529964,0.024398227982585948,0.07369039619022635
329,0.03927937690534886,0.02454908957449275,0.07163654738678801
330,0.04169181232944583,0.03853684763032649,0.07056114985088355
331,0.042423837235192136,0.051605431457417035,0.06994979134831429
332,0.04199510965046339,0.048325324484796234,0.06942718048041031
333,0.042268704234287295,0.0465756227536635,0.030430286131764413
334,0.04300857459158711,0.042251403460646,0.02634060923723918
335,0.04370675503298425,0.04029699047948374,0.026324186551293812
336,0.021629262852005962,0.03916016128930178,0.026308171487931152
337,0.02051255713819615,0.02340969592050622,0.026285977859808286
338,0.024038992701035412,0.01704937652972612,0.026259707101826818
339,0.024244641981221622,0.01668200994621624,0.026233599971535956
340,0.02424477529583527,0.016346132912870615,0.026208323376196396
341,0.024244970238985083,0.01601391362602061,0.02618377527274753
342,0.024245277353486944,0.015571700168378423,0.026159590143843683
343,0.024245801427038183,0.015418019441041077,0.02613542330844216
344,0.024246840240147047,0.016763867361979053,0.026112580360278605
345,0.02424969897683482,0.01772516810171532,0.026092527674299478
346,0.024142060772183033,0.018049176846489767,0.026075701902913032
347,0.02428928096192028,0.018244855281981564,0.02606557648531775
348,0.024344852740047305,0.018281830603426155,0.02605856742873174
349,0.03046574284388461,0.01834760733174556,0.026051026323215078
350,0.02583666068589487,0.01839356816537453,0.026043317443332083
351,0.02404307832230677,0.018428525314186567,0.026035471234406308
352,0.023537076636698673,0.018465063759774872,0.026027517563782247
353,0.02341056612404956,0.018491939571770758,0.026020838319591746
354,0.02339492372762091,0.018521237882700835,0.026016235859563985
355,0.0234270413879193,0.018529519713286202,0.02601119869755629
356,0.023484790903149266,0.018510010421276098,0.026005282652697418
357,0.023409606556097678,0.01849144670276931,0.025999692851064037
358,0.025267118250245746,0.018473133309320974,0.025994999199534442
359,0.02265925483450757,0.01845757766925928,0.025991002900449534
360,0.022522441340215357,0.018441104896140825,0.025986610927759043
361,0.022664832201871096,0.018992111825581755,0.025980457706936955
362,0.02254219689513705,0.01912725483648705,0.025969064900418424
363,0.02231805700244331,0.019167391050945632,0.02595232556709389
364,0.022052907759493087,0.019168681921380937,0.025935364533699826
365,0.021915302334409796,0.019159301790324122,0.025919408412766635
366,0.022791009644443472,0.019169313387437305,0.025887670729154263
367,0.024251939840992675,0.019168053923231187,0.0258308059910954
368,0.023900839810786407,0.01916788693630335,0.025778133146868703
369,0.022579115007862936,0.019166147463249444,0.02573035972073927
370,0.022471000786983636,0.019164430137836575,0.02568650134712329
371,0.022375159079378322,0.01916536933725531,0.025646076623073912
372,0.022182064645218144,0.019166645783366583,0.025612140943784265
373,0.02202211106907239,0.020431111751180713,0.025583498387210267
374,0.021892108169468974,0.022168826869039843,0.025556135967965795
375,0.021781008330258464,0.023039589289462956,0.0255294809185718
376,0.021743267424178855,0.02347254481460113,0.025512192939214046
377,0.02170180954716423,0.023724173589186305,0.02550825921138669
378,0.021626772522926333,0.02389089938366062,0.0255043142273969
379,0.02152154896114812,0.029375877810247517,0.02840173091917753
380,0.021262930685823616,0.03029869489958792,0.027242225708604715
381,0.021068632774280775,0.030298672791683304,0.027387129194483592
382,0.02099302585287528,0.030298646377794673,0.02740673877569228
383,0.024574913423621343,0.03029861506548795,0.027410243615407896
384,0.023284716461644046,0.03029858356533629,0.027408386796982796
385,0.02322936185923492,0.030298506751204983,0.029504787879530762
386,0.02321039976495688,0.030298371907436485,0.030190397841095763
387,0.023193344340179934,0.030298207774306793,0.030087839401668672
388,0.023178872664769524,0.030298005927692766,0.030113983963984188
389,0.023162854331912442,0.030297752871657865,0.030276266849855446
390,0.023141380288384205,0.030297442118326825,0.030395906853367113
391,0.023114884593270067,0.030297047990741156,0.03048659220647263
392,0.023083276770331666,0.030296481392600317,0.030549794154096997
393,0.023045540036577196,0.03029556296088479,0.03059637782102621
394,0.0230387736017054,0.030293874220414595,0.05253817608698244
395,0.02305465159271705,0.0302894904830239,0.05770562003044951
396,0.023061096957235648,0.030275352738120338,0.055796157961542275
397,0.023066579934322495,0.030195120695865524,0.05370087639061829
398,0.02307045088392317,0.028710937080961285,0.05319161574994111
399,0.03178137982303842,0.033707410525319205,0.08130563108950756
400,0.03185006445695675,0.02777818442422032,0.08271586510828328
401,0.03228586478810757,0.022749795382172158,0.08120697677408514
402,0.0323341721909431,0.023567199574741113,0.08164260408876704
403,0.03217670012884914,0.024320857310956914,0.08172554703319276
404,0.03193342255933605,0.024706603072668337,0.08123632867875945
405,0.031641660187238206,0.024714103142258175,0.08082452767164532
406,0.03130861734739985,0.024509977014883506,0.08172860497280349
407,0.030960876897033862,0.024309369396552385,0.08259119209161409
408,0.03058256425906085,0.024173901524324203,0.07245229290934123
409,0.030185743914550228,0.02393296777593875,0.06601506649881998
410,0.02975537722594472,0.023708963849567666,0.06039202291128989
411,0.029337615603157743,0.02354062961658576,0.05831482739972347
412,0.02866769033427718,0.023527622226103575,0.05663874186355285
413,0.028054829139121325,0.023597732227733075,0.05523433663458989
414,0.027629434585204404,0.023647835566535255,0.05402393916983046
415,0.027302069281368996,0.02368653024281516,0.05296634155139329
416,0.026419696624701217,0.02373034943940795,0.052045418981236956
417,0.02625990441797132,0.023776335494240016,0.051156390464215586
418,0.026112156107711292,0.023812063564066635,0.05042010775185899
419,0.02595620274603029,0.023825385767303295,0.049992017464655855
420,0.0258297486878988,0.023820674273799254,0.04959029361899155
421,0.025847657275470823,0.023814448880130484,0.0492154057951588
422,0.025846271679891893,0.023804395912045792,0.048529122428009046
423,0.025512945330814656,0.02379559677116799,0.04740541430788515
424,0.025621737696336244,0.023853044170053735,0.046447807256471074
425,0.02597752105929381,0.023939126070454772,0.04562907726611159
426,0.02653590536499255,0.023981818313110678,0.044887895063920526
427,0.027129732788688587,0.02400112799813999,0.04423468890741022
428,0.027740451118873546,0.024316764151155388,0.04365490762663618
429,0.02843151477695386,0.024778721936844342,0.04307711943171251
430,0.029127153701286507,0.02506812238782842,0.0425500424522343
431,0.029684382714359372,0.06966225785823732,0.049254106656507146
432,0.030080813028246417,0.06765887603795223,0.05164541215336686
433,0.030423180300225575,0.06660869528897848,0.05235501575029712
434,0.030712732888920465,0.06521221729769652,0.05284718833626673
435,0.031125990951707178,0.06372549106905818,0.08865316192518082
436,0.030407619337346686,0.06243457069964393,0.09659450599355213
437,0.029454442933709784,0.06118871962386553,0.09639471652345653
438,0.029272424107833737,0.05997113812543147,0.09632054949796656
439,0.029133668083792807,0.05875381571596616,0.09629474715390444
440,0.028997160664186318,0.05760493928996491,0.09601762435121788
441,0.02885317948187355,0.05666049132191483,0.0957118252736294
442,0.028777213561099916,0.055914344773768124,0.09554416619366428
443,0.028674274689165138,0.05537161927154005,0.09538805111600046
444,0.028507245988907838,0.054991768646887124,0.11319689440196243
445,0.02843511016856945,0.05477112498892994,0.11926850907674266
446,0.02814452274313424,0.05455202282914261,0.11482345409155909
447,0.027693572986095344,0.05434300807053637,0.11145213714527503
448,0.027261254349416543,0.05400393339662465,0.10875023251452218
449,0.02679548910202345,0.0535104395040437,0.10609268630955639
450,0.026499392964046412,0.0531391356186226,0.10374264147232491
451,0.026448479133276238,0.052773784517961164,0.03441039436254299
452,0.026312441541864896,0.052411769739959056,0.02465770381870111
453,0.026182745299747855,0.051850213715055896,0.02465661788709667
454,0.026070101095822987,0.051297599203164665,0.024656542604624115
455,0.026010887364264903,0.05087413342354998,0.024656470891205443
456,0.025855740600298417,0.05071082033695926,0.024656385176113856
457,0.025652943582010757,0.05058936098350979,0.02465628638412444
458,0.024285134163369252,0.02408033613033168,0.02465616805626115
459,0.024242425687395385,0.024243650201565208,0.024656021898447355
460,0.024242425687395385,0.024243556130980847,0.02465587189703708
461,0.024242425687395385,0.02424350169493736,0.024655721245394314
462,0.024242425687395385,0.024243467456738776,0.02465556901874396
463,0.024242425687395385,0.024243446730344495,0.024655429088712436
464,0.024242425687395385,0.02424342865824953,0.024655318419142907
465,0.024242425687395385,0.02424342119223685,0.024655225580393174
466,0.024242425687395385,0.02424342468653093,0.02465513998089846
467,0.024242425687395385,0.02424343222117574,0.024655062429837
468,0.041385300070511485,0.024243514400207267,0.02465562609470676
469,0.03064772703757438,0.02424391910170192,0.024657208500490496
470,0.024242438345244432,0.026860494035656313,0.024658692461075483
471,0.024242440223693835,0.03200022138376169,0.024660032980373548
472,0.024242440830577503,0.032765688620024526,0.024661189382730115
473,0.024242442737926136,0.032956310657258486,0.024662253957809712
474,0.02424244432738333,0.03300649643141702,0.02466322807832537
475,0.024242446523724176,0.03295395298554859,0.024664131092306026
476,0.024242451234297312,0.03572397620540757,0.02473942772547622
477,0.02424245860359886,0.03784813838861115,0.029567585321564047
478,0.02424247857296106,0.0376760856233688,0.061534354343849615
479,0.020758889052190987,0.03748510026767933,0.04258565713799644
