1;0.264633;0.508632
2;0.260140;0.506746
2;0.247743;0.502727
4;0.230533;0.496773
3;0.237689;0.489344
6;0.235848;0.480751
4;0.201175;0.471281
8;0.211075;0.461068
5;0.161355;0.449908
10;0.168548;0.437719
6;0.163177;0.425005
12;0.142474;0.413023
7;0.202978;0.403074
14;0.184562;0.396026
8;0.201139;0.391665
16;0.180711;0.388940
9;0.151290;0.387065
18;0.133605;0.386421
10;0.185833;0.387038
20;0.191990;0.388167
11;0.201624;0.389645
22;0.198599;0.391363
12;0.199196;0.392980
24;0.190999;0.394399
13;0.237756;0.395577
26;0.260961;0.397641
14;0.233121;0.399711
28;0.221534;0.401195
15;0.224377;0.402341
30;0.210313;0.403177
16;0.220954;0.403752
32;0.219512;0.404231
17;0.232268;0.404449
34;0.231642;0.404601
18;0.227002;0.404715
36;0.223895;0.404808
19;0.211377;0.404805
38;0.208267;0.404328
20;0.213008;0.403764
40;0.206528;0.403082
21;0.211810;0.402414
42;0.206582;0.401698
22;0.190513;0.400772
44;0.202482;0.399709
23;0.203631;0.398587
46;0.197976;0.397466
24;0.198915;0.396299
48;0.217532;0.395687
25;0.215015;0.395289
50;0.211746;0.394363
26;0.204318;0.393242
52;0.207408;0.392111
27;0.197034;0.391161
54;0.189526;0.390250
28;0.203409;0.389460
56;0.205483;0.389012
29;0.206396;0.388370
58;0.204399;0.387525
30;0.212621;0.386813
60;0.217241;0.386167
31;0.212050;0.385492
62;0.204019;0.385002
32;0.214024;0.384714
64;0.206382;0.384324
33;0.190979;0.383592
66;0.200615;0.382850
34;0.208346;0.382340
68;0.200824;0.381807
35;0.198613;0.381119
70;0.204232;0.380506
36;0.195411;0.379856
72;0.223975;0.379117
37;0.200302;0.378386
74;0.197770;0.377785
38;0.202659;0.377134
76;0.211165;0.376483
39;0.207453;0.375880
78;0.193372;0.375277
40;0.206787;0.374972
80;0.196320;0.374658
41;0.188168;0.374054
82;0.186282;0.373425
42;0.189768;0.372931
84;0.192741;0.372423
43;0.193031;0.371969
86;0.198424;0.371487
44;0.207914;0.371124
88;0.198464;0.370838
45;0.192111;0.370519
90;0.217805;0.370182
46;0.190056;0.369768
92;0.204677;0.369358
47;0.198375;0.369022
94;0.203263;0.368738
48;0.190118;0.368488
96;0.194636;0.368374
49;0.188078;0.368252
98;0.184949;0.368051
50;0.194870;0.367903
100;0.193768;0.367753
51;0.179795;0.367502
102;0.185914;0.367219
52;0.199008;0.367146
104;0.187945;0.367013
53;0.181531;0.366633
106;0.177287;0.366214
54;0.188787;0.365797
108;0.180166;0.365410
55;0.180234;0.365099
110;0.183369;0.364817
56;0.172630;0.364433
112;0.185632;0.364000
57;0.176012;0.363530
114;0.170163;0.363084
58;0.176009;0.362745
116;0.172814;0.362463
59;0.175925;0.362129
118;0.171402;0.361697
60;0.169082;0.361268
120;0.168389;0.360955
61;0.178501;0.360720
122;0.166671;0.360362
62;0.165868;0.359881
124;0.161911;0.359421
63;0.160632;0.358988
126;0.163308;0.358519
64;0.178857;0.358082
128;0.165110;0.357643
65;0.173739;0.357179
130;0.165700;0.356727
66;0.173606;0.356272
132;0.165528;0.355802
67;0.165258;0.355345
134;0.169579;0.354887
68;0.182350;0.354443
136;0.170162;0.354024
69;0.162419;0.353594
138;0.158987;0.353165
70;0.160223;0.352759
140;0.159395;0.352337
71;0.154757;0.351955
142;0.169576;0.351584
72;0.159916;0.351153
144;0.156755;0.350726
73;0.153625;0.350306
146;0.164200;0.349969
74;0.161096;0.349594
148;0.145612;0.349184
75;0.172217;0.348834
150;0.158937;0.348449
76;0.159262;0.348064
152;0.152596;0.347713
77;0.156100;0.347357
154;0.162399;0.346987
78;0.179768;0.346624
156;0.149553;0.346251
79;0.146572;0.345857
158;0.164825;0.345498
80;0.155488;0.345071
160;0.146262;0.344443
81;0.141160;0.343849
