distance_t,angle_t,distance_act,angle_act,distance_t+1,angle_t+1
0.344922707691,4.9049984681,0.05,3.05971114926,0.361691921942,5.03845827678
0.977536972089,4.14527560421,0.05,4.18950888246,0.927588513624,4.14289206363
0.997014794834,3.404143578,0.05,1.49580763416,1.01467053563,3.45065683544
1.65470145615,4.63602465744,0.05,4.72454621117,1.6049033172,4.63327040739
0.46223421015,2.17656635253,0.05,1.58666775517,0.421602818562,2.24258596133
0.895381777247,0.207289194948,0.05,2.2431870199,0.918894776525,0.158636793707
0.95817184361,4.75940355407,0.05,1.00256176299,0.999420051054,4.73052469453
0.79192127378,5.74291650546,0.05,2.38797656693,0.840854304018,5.73032585406
1.77776480659,1.70838357205,0.05,3.33166772636,1.78108801717,1.68034583132
0.696134963851,1.27112548589,0.05,5.3586224178,0.726518038496,1.32697048494
1.01203393119,0.996553261261,0.05,1.57286254666,0.970492505135,0.968474493215
1.32591872743,5.19142961012,0.05,2.04674876537,1.37591849767,5.1913173874
0.674423236955,2.17948174391,0.05,0.789775361978,0.66723325644,2.25325960905
0.810199508114,4.89376856029,0.05,0.741287675522,0.837826720544,4.84318140446
0.0575099559237,5.8806908291,0.05,1.83873237192,0.0968536166946,5.46425399893
1.38746038239,1.63667673967,0.05,2.21896302275,1.34598089779,1.61624654068
0.481712239915,2.5790075122,0.05,2.88915651407,0.434365972969,2.54386855472
0.853671055016,4.99859763483,0.05,4.33745003872,0.814785265937,5.0362866098
1.49922552789,4.97846357808,0.05,3.81567381385,1.48009826224,5.00947708543
0.608758397798,2.31528061476,0.05,3.46074310986,0.58988804027,2.23799404162
0.537487028788,1.38745002991,0.05,4.46020699895,0.58737868462,1.38159505671
0.47562737196,3.5175581001,0.05,1.80198061044,0.485369501503,3.61967198297
1.43341918956,1.26654987233,0.05,3.97266049757,1.47890294905,1.25228721255
0.794102764396,4.43419649189,0.05,2.05764426753,0.830892381365,4.47588461065
0.610542818067,2.83009561393,0.05,0.660509253106,0.640058886078,2.89466721185
0.471751817498,3.70206749955,0.05,2.98172352904,0.435423824851,3.77788738222
0.636130966889,1.47229059826,0.05,3.09667209827,0.640757126212,1.39429084808
1.09255256534,0.712450708212,0.05,3.52789078341,1.14002923359,0.698397938706
0.546584515551,1.45553548459,0.05,3.36995093696,0.56539268893,1.3721745804
0.509281318207,5.34171356706,0.05,2.67025327975,0.554319686646,5.38258623135
1.93053177991,2.10562808104,0.05,6.21431218827,1.95934900891,2.12663757421
0.364146870156,5.21601456386,0.05,1.26606564455,0.400317538615,5.12556889698
1.07690537595,5.06169076101,0.05,4.09356130764,1.04937205976,5.10095417348
1.34884653847,4.89490766205,0.05,2.64396515464,1.3808391813,4.9230638565
0.558866397252,4.75619803382,0.05,5.00663030755,0.510576509903,4.73192673458
1.68140092216,4.36829972447,0.05,3.83601275961,1.63851499012,4.38378708707
0.850900049286,1.01767839136,0.05,2.77629683531,0.861637324547,0.960638955754
0.236536794257,4.12939610626,0.05,3.51838318277,0.197675742232,4.27502098772
1.37057508537,5.50305170906,0.05,0.0894012044355,1.33886109119,5.47451504479
0.75642886899,0.491144616569,0.05,6.23469706897,0.713996357758,0.527134435503
1.19475369833,1.08353283845,0.05,4.10850376387,1.24442766762,1.07885767813
1.75334739748,1.89062754066,0.05,2.17091349948,1.70535467104,1.88251680871
0.547106309656,5.64307673791,0.05,0.47544723075,0.52703911974,5.55776564319
1.85793942523,1.11447365417,0.05,1.25038654167,1.80841321254,1.11072740989
1.9460120399,4.83732405191,0.05,5.97003566286,1.9253342293,4.81380477727
1.17529051056,1.86696160256,0.05,2.38256199595,1.13205913269,1.84518287018
1.01801015819,1.16400862587,0.05,2.25044345047,0.995711660526,1.1195547937
0.764275823942,3.44688896039,0.05,5.15857739184,0.77288420091,3.38279337131
0.404279738153,0.532763811194,0.05,6.05156863202,0.369811763145,0.626474181446
0.841548416752,1.19045471549,0.05,6.14689726283,0.830884303746,1.24888154812
0.865791024839,1.59211994216,0.05,5.54604221121,0.900912873971,1.63241728897
0.693076629137,6.18996404233,0.05,2.4533430737,0.735017789488,6.15182427687
0.144620756714,4.85226190634,0.05,4.54477698964,0.0981396489486,5.00707952043
0.205353589794,3.2967621547,0.05,0.0249944086291,0.255013156241,3.27130821817
0.660481564048,4.3229121299,0.05,5.56431940886,0.646043056436,4.24961299105
0.33632445887,2.75205413255,0.05,0.568433852243,0.367367453416,2.86362178836
1.41390899068,4.92611874267,0.05,3.39381497111,1.41286852921,4.96148889978
0.947051079338,6.11545068006,0.05,5.45248574013,0.908164046878,6.1493418185
0.370254526474,1.64841186939,0.05,0.835405382935,0.337846360319,1.75611809631
0.661518601662,1.5606238265,0.05,3.76766399004,0.692396468043,1.50250783068
0.34990639763,2.83011038239,0.05,0.865653546214,0.371962228241,2.95457191782
1.46813931371,4.46654883908,0.05,1.18070672392,1.51763703739,4.46181284949
0.627902473577,5.15958274519,0.05,5.34112174655,0.578794524022,5.1439856023
0.758960274694,2.45570027435,0.05,2.59068913135,0.709447045305,2.44621533194
1.48366915295,2.33532772455,0.05,0.65156448888,1.49013391398,2.3686740629
0.512541717784,4.59490679101,0.05,2.71321508527,0.529979469747,4.68484847063
0.382408554756,5.58508172276,0.05,2.17161290728,0.430781295477,5.55390782325
1.05599710665,4.78014034994,0.05,4.37074550833,1.01032506675,4.79984094009
1.58042980524,1.54749232773,0.05,4.01833224183,1.61989566663,1.52830547587
1.27795798313,2.04316390264,0.05,4.09434837137,1.30181951057,2.0090966924
1.55403646258,5.21205042542,0.05,3.13111623674,1.57905432091,5.23968684947
2.0624200139,1.13868776163,0.05,1.45253391233,2.01492147948,1.13102686238
0.160708679889,4.1486972039,0.05,2.67311630898,0.163705211359,4.45763154377
0.729443938354,1.63394991019,0.05,2.75148946629,0.708975611397,1.57050420307
0.415751210767,5.13665170876,0.05,4.97981001125,0.366448169038,5.15796594846
0.392665312699,4.63976418293,0.05,0.910615558331,0.435163764128,4.57602909753
0.359718746361,3.51974469455,0.05,6.21797233,0.405452151864,3.46681836354
2.01307456521,4.55153524978,0.05,3.75060479174,1.9785983364,4.56968050507
0.857485021128,4.66634727446,0.05,1.20563738707,0.905096600583,4.64901519118
0.581352012639,4.66085979328,0.05,1.496391262,0.631339966486,4.65904825779
1.1352184754,5.22882172614,0.05,2.36511627158,1.18337982741,5.24041270693
0.756962364734,3.96378233622,0.05,0.578066243575,0.805570500923,3.94877961985
1.30564722549,5.1112098476,0.05,5.37772592626,1.25748146372,5.10073744922
0.930980672794,4.71896850835,0.05,3.58831292285,0.910801305337,4.76865355105
1.00042613348,5.34805299317,0.05,5.10965853603,0.951913443507,5.36045689675
0.540873785149,3.71817983099,0.05,6.17208281601,0.58037794302,3.66346803104
1.00221969006,2.39198298659,0.05,2.82819826972,0.957134995682,2.36990948032
1.87981298409,4.54212171291,0.05,1.34763386185,1.92974486351,4.54075182841
1.20005444127,1.71878770146,0.05,1.17024796035,1.15768371848,1.74131051343
0.772124173794,3.79334794525,0.05,4.76044737738,0.744877868511,3.73805954455
1.31165766698,4.15237105524,0.05,0.562407226326,1.35688851489,4.1363963926
1.04680321044,2.56920227886,0.05,6.15759101731,1.0921087175,2.58898540708
0.734149668248,1.51155110026,0.05,2.08258889313,0.69261010014,1.47252172964
0.576556357204,1.58738228237,0.05,0.918232310213,0.538233294294,1.64503974513
1.170985637,4.20559305289,0.05,2.09009359101,1.1976575666,4.24130705918
1.35812699219,0.817779400311,0.05,0.062355426703,1.32217240606,0.843709233874
0.951655511638,1.2148742906,0.05,5.67057037784,0.965561570901,1.26498190588
0.184839401278,5.38282208016,0.05,5.82791938572,0.141359743432,5.22993998385
0.3775899547,4.56987704294,0.05,0.143079798339,0.394603392047,4.44799837797
1.60495409059,1.75296934597,0.05,3.62725801671,1.62059941074,1.72352232374
1.29547291592,5.07011005031,0.05,1.73047410134,1.34453157768,5.06279326394
1.83792692671,4.72557249899,0.05,2.68748622258,1.86098581233,4.74956188111
0.267809946899,1.02707978359,0.05,5.07187630393,0.301334040556,1.15775768498
0.918951302374,1.74595166657,0.05,0.573826241381,0.900721030436,1.79713178662
0.343267090354,4.38128620518,0.05,5.48904701182,0.324036602918,4.24278835175
0.595334867539,4.22021589744,0.05,2.53221033952,0.603229237253,4.30262767991
0.625953157832,3.95852359059,0.05,2.31121642893,0.631745126161,4.03752002585
0.795598727937,0.84504294706,0.05,5.67640836512,0.79122304172,0.90783076435
0.974449848896,6.01137644847,0.05,5.32715354761,0.936237880919,6.04513876098
1.37974969246,4.40896019211,0.05,3.84655845076,1.33771655351,4.42889172607
0.477139747245,1.58901159543,0.05,2.99067452689,0.471307470973,1.48424596073
2.0540730596,1.42136268949,0.05,5.06557738042,2.09802744809,1.43284336685
0.560900879823,1.20121336933,0.05,2.39627882582,0.544543293344,1.11569450092
