0.236366;0.000293;[128, 64, 32];10914;200;10;10;497;0.001000;0.445591;0.250407
0.122755;0.000004;[128, 64, 32];10914;200;10;20;497;0.001000;0.691663;0.258832
0.114224;0.000013;[128, 64, 32];10914;200;10;30;497;0.001000;1.020601;0.256782
0.113548;0.000008;[128, 64, 32];10914;200;10;40;497;0.001000;1.339952;0.272318
0.111140;0.000234;[128, 64, 32];10914;200;10;50;497;0.001000;1.699318;0.261025
0.113459;0.000028;[64, 64];4546;200;10;50;497;0.001000;1.326921;0.275001
0.113418;0.000008;[64, 64];4546;200;10;50;497;0.001000;1.334857;1.277353
0.108323;0.000233;[64, 64];4546;200;10;50;497;0.001000;1.373795;1.257656
0.109436;0.000150;[64, 64];4546;200;10;50;497;0.001000;1.383517;1.217910
0.111475;0.000163;[64, 64];4546;200;10;50;497;0.001000;1.387657;0.832495
0.110485;0.000118;[64, 64];4546;200;10;50;497;0.001000;1.360477;0.829300
0.110163;0.000080;[64, 64];4546;200;10;50;497;0.001000;1.404001;1.283853
0.112034;0.000192;[64, 64];4546;200;10;50;497;0.001000;1.399644;1.286838
0.108803;0.000098;[64, 64];4546;200;10;50;497;0.001000;1.376931;0.354920
0.110670;0.000127;[64, 64];4546;200;10;50;497;0.001000;1.401536;0.355716
0.110910;0.000157;[64, 64];4546;200;10;50;497;0.001000;1.408330;0.346037
