0;0.872016
0;0.788567
0;2.355928
0;1.378715
0;0.912117
0;1.370555
0;2.296839
0;1.187256
0;1.193382
0;1.165236
0;1.855911
0;1.214123
0;2.435048
0;1.623417
0;2.981509
0;0.980595
0;4.598778
0;2.217734
0;0.669747
0;1.101062
0;0.775130
0;0.664172
0;1.621843
0;1.052920
0;1.095923
0;1.120514
0;1.821979
0;1.634749
0;1.299017
0;1.394193
0;1.484324
0;1.002472
0;1.714332
0;2.499493
0;2.269060
0;0.783440
0;1.460081
0;1.168523
0;1.527874
0;1.322796
0;1.192703
0;0.783138
0;1.158604
0;1.515993
0;0.844724
0;2.616714
0;0.730797
0;0.989662
0;0.793214
0;1.423647
0;1.447815
0;1.216107
0;0.957383
0;1.605352
0;1.664013
0;1.252046
0;4.027332
0;2.323166
0;1.346075
0;1.029245
0;0.848206
0;0.792711
0;0.711522
0;2.275078
0;1.798993
0;1.118745
0;1.131112
0;1.371858
0;1.516695
0;4.018530
0;0.929099
0;3.079231
0;1.667495
0;1.525901
0;2.396739
0;1.661511
0;0.967805
0;0.763971
0;1.223319
0;3.477745
0;2.176195
0;1.436673
0;1.011730
0;1.583767
0;0.983140
0;1.528623
0;5.432937
0;1.555307
0;2.376471
0;2.568767
0;0.877405
0;1.152320
0;2.843458
0;0.803896
0;1.168615
0;2.603377
0;1.436381
0;1.672194
0;1.153768
0;0.877275
0;0.822948
0;1.731434
0;2.435966
0;2.231910
0;1.338430
0;1.141317
0;0.815631
0;1.234658
0;2.433823
0;0.826795
0;1.628782
0;1.641104
0;2.140486
0;0.951337
0;1.312358
0;1.737617
0;0.921372
0;2.550107
0;2.461026
0;1.462580
0;0.721756
0;1.708846
0;1.185799
0;1.469928
0;1.304986
0;2.217143
0;1.477443
0;1.349453
0;1.305296
0;1.837096
0;1.733854
0;1.416917
0;1.847533
0;1.196600
0;0.717136
0;1.306004
0;1.451881
0;0.848341
0;4.251767
0;1.826930
0;3.711712
0;1.459945
0;1.076153
0;1.267665
0;1.877937
0;0.851177
0;1.687734
0;1.299545
0;1.542664
0;1.876967
0;4.593975
0;10.326746
0;6.104745
0;1.679035
