ball_in_right_hand,ball_dist,box_size,ball_in_left_hand,box_ang,ball_ang,box_dist,ball_size,activation
0.0,0.684876465826,0.9,0.0,0.744795952108,0.224073920755,0.468552181903,0.85,1.0
0.0,0.553571429,0.9,0.0,0.744795952108,0.224073920755,0.468552181903,0.85,0.0
0.0,0.575688775065,0.9,0.0,0.744795952108,0.5,0.468552181903,0.85,1.0
0.0,0.553571429,0.9,0.0,0.744795952108,0.5,0.468552181903,0.85,0.0
0.0,0.757429106968,0.9,0.0,0.136169190307,0.239212872841,0.492427355085,0.15,1.0
0.0,0.553571429,0.9,0.0,0.136169190307,0.239212872841,0.492427355085,0.15,0.0
0.0,0.575688775065,0.9,0.0,0.136169190307,0.5,0.492427355085,0.15,1.0
0.0,0.553571429,0.9,0.0,0.136169190307,0.5,0.492427355085,0.15,0.0
0.0,0.691722604881,0.9,0.0,0.549603152534,0.731746573209,0.391921903143,0.85,1.0
0.0,0.553571429,0.9,0.0,0.549603152534,0.731746573209,0.391921903143,0.85,0.0
0.0,0.575688775065,0.9,0.0,0.614986809731,0.5,0.440001064735,0.15,1.0
0.0,0.553571429,0.9,0.0,0.614986809731,0.5,0.440001064735,0.15,0.0
0.0,0.679658995571,0.9,0.0,0.305872127944,0.746050880377,0.725204824365,0.15,1.0
0.0,0.553571429,0.9,0.0,0.305872127944,0.746050880377,0.725204824365,0.15,0.0
0.0,0.68573541815,0.9,0.0,0.78964170345,0.680365720311,0.508441754434,0.85,1.0
0.0,0.553571429,0.9,0.0,0.78964170345,0.680365720311,0.508441754434,0.85,0.0
0.0,0.821673415989,0.9,0.0,0.639154697531,0.754023583574,0.564103177876,0.15,1.0
0.0,0.553571429,0.9,0.0,0.639154697531,0.754023583574,0.564103177876,0.15,0.0
0.0,0.601411811721,0.9,0.0,0.786844448854,0.508767071274,0.537767344006,0.15,1.0
0.0,0.553571429,0.9,0.0,0.786844448854,0.508767071274,0.537767344006,0.15,0.0
0.0,0.575688775065,0.9,0.0,0.786844448854,0.5,0.537767344006,0.15,1.0
0.0,0.584945687713,0.9,0.0,0.806838594101,0.523941509277,0.598899346825,0.15,1.0
0.0,0.553571429,0.9,0.0,0.806838594101,0.523941509277,0.598899346825,0.15,0.0
0.0,0.575688775065,0.9,0.0,0.279080410746,0.5,0.512017060986,0.15,1.0
0.0,0.553571429,0.9,0.0,0.279080410746,0.5,0.512017060986,0.15,0.0
0.0,0.575688775065,0.9,0.0,0.485717762359,0.5,0.470718899572,0.15,1.0
0.0,0.553571429,0.9,0.0,0.485717762359,0.5,0.470718899572,0.15,0.0
0.0,0.63830953092,0.9,0.0,0.639302525172,0.642836183723,0.377289588486,0.85,1.0
0.0,0.553571429,0.9,0.0,0.639302525172,0.642836183723,0.377289588486,0.85,0.0
0.0,0.616956523268,0.9,0.0,0.553410751797,0.383490433591,0.434875720197,0.85,1.0
0.0,0.553571429,0.9,0.0,0.553410751797,0.383490433591,0.434875720197,0.85,0.0
0.0,0.644436606896,0.9,0.0,0.866908399584,0.566569739923,0.606776839844,0.15,1.0
0.0,0.553571429,0.9,0.0,0.866908399584,0.566569739923,0.606776839844,0.15,0.0
0.0,0.813274628484,0.9,0.0,0.443442302187,0.246190731854,0.441678040528,0.15,1.0
0.0,0.575688775065,0.9,0.0,0.254286598196,0.5,0.62478568342,0.15,1.0
