ball_in_right_hand,ball_dist,box_size,ball_in_left_hand,box_ang,ball_ang,box_dist,ball_size,activation
1.0,0.553571429,0.9,0.0,0.306833092618,0.659388839347,0.591458252923,0.15,1.0
1.0,0.4378420772,0.9,0.0,0.321441815832,0.564624532455,0.39781650824,0.15,1.0
1.0,0.216034951072,0.9,0.0,0.304250951449,0.575975406281,0.74158104033,0.15,1.0
1.0,0.553571429,0.9,0.0,0.754234105961,0.741428341074,0.450424478063,0.15,1.0
0.0,0.631259385389,0.9,1.0,0.253928262299,0.308384506633,0.633169436639,0.15,1.0
0.0,0.535633111851,0.9,1.0,0.141043526661,0.19262819712,0.343441272772,0.15,1.0
1.0,0.438128305897,0.9,0.0,0.414928412126,0.804520456687,0.53060779284,0.15,1.0
1.0,0.621850476956,0.9,0.0,0.576650899939,0.739528312166,0.545303162883,0.15,1.0
0.0,0.384799541757,0.9,1.0,0.104871812246,0.183737777188,0.410714285714,0.15,1.0
1.0,0.400721702279,0.9,0.0,0.146719130116,0.682103238417,0.496815297127,0.15,1.0
0.0,0.374569519855,0.9,1.0,0.243002843601,0.29203662021,0.239333171988,0.15,1.0
0.0,0.582348987407,0.9,1.0,0.264172493926,0.129916266956,0.699031300076,0.15,1.0
0.0,0.290457156258,0.9,1.0,0.691638832264,0.299166252111,0.596551372078,0.15,1.0
0.0,0.431989848144,0.9,0.0,0.707276627932,0.662273222993,0.73116410595,0.85,0.0
0.0,0.327380952381,0.9,0.0,0.707276627932,0.5,0.73116410595,0.85,0.0
1.0,0.327380952381,0.9,1.0,0.707276627932,0.5,0.73116410595,0.85,1.0
1.0,0.225008238491,0.9,0.0,0.919748775614,0.825516037649,0.516520627064,0.15,1.0
1.0,0.298680620465,0.9,1.0,0.723273181062,0.474780143333,0.75839875055,0.85,1.0
0.0,0.569836012342,0.9,1.0,0.315765852162,0.422993149924,0.29957026125,0.15,1.0
1.0,0.427275900266,0.9,0.0,0.773411608836,0.569814397988,0.221904845039,0.15,1.0
1.0,0.517189235906,0.9,0.0,0.265754975357,0.7941617007,0.703716994908,0.15,1.0
1.0,0.327380952381,0.9,1.0,0.850944470171,0.5,0.577660708971,0.85,1.0
1.0,0.566949759685,0.9,0.0,0.278021498786,0.865473864924,0.631046857239,0.15,1.0
