0;2.838176;2.433391;0.979825;21.467634
1;2.162373;1.540935;0.979825;11.774595
2;2.063705;1.566424;0.836950;11.774595
3;1.955165;1.346356;0.836950;11.774595
4;1.879900;1.313097;0.836950;11.774595
5;1.723233;1.202135;0.836950;11.774595
6;1.715412;1.244692;0.836950;11.774595
7;1.580166;1.093434;0.807525;11.774595
8;1.657268;1.279615;0.807525;11.774595
9;1.680758;1.266388;0.807525;11.774595
10;1.564395;1.086022;0.807525;11.774595
11;1.609909;1.124515;0.807525;11.774595
12;1.597424;1.124406;0.807525;11.774595
13;1.573187;1.081211;0.807525;11.774595
14;1.543029;1.119680;0.705987;11.774595
15;1.561174;1.166120;0.705987;11.774595
16;1.531144;1.151333;0.705987;11.774595
17;1.573801;1.168401;0.705987;11.774595
18;1.585867;1.213833;0.705987;11.774595
19;1.544863;1.174846;0.705987;11.774595
20;1.604448;1.264798;0.705987;11.774595
21;1.441817;0.651250;0.705987;8.429916
22;1.387712;0.665308;0.551874;8.429916
23;1.493235;0.835793;0.551874;8.429916
24;1.475269;0.775446;0.551874;8.429916
25;1.493419;0.779730;0.468804;8.429916
26;1.396972;0.684064;0.468804;8.429916
27;1.399100;0.665344;0.468804;8.429916
28;1.394171;0.727387;0.468804;8.429916
29;1.377645;0.689569;0.468804;8.429916
30;1.354831;0.648089;0.468804;8.429916
31;1.392042;0.668970;0.468804;6.901140
32;1.324820;0.383240;0.468804;3.852922
33;1.291965;0.352950;0.468804;3.180423
34;1.350190;0.477441;0.468804;4.211783
35;1.306044;0.432485;0.468804;4.797558
36;1.406467;0.826504;0.448196;9.803863
37;1.321743;0.388332;0.448196;3.471264
38;1.346135;0.680688;0.448196;8.205604
39;1.350251;0.503314;0.448196;4.060372
40;1.338817;0.406061;0.448196;3.526696
41;1.409572;0.631676;0.448196;5.700309
42;1.374480;0.536577;0.448196;4.541661
43;1.341828;0.447059;0.448196;3.578041
44;1.317013;0.512506;0.448196;4.903951
45;1.418063;0.976481;0.448196;11.209972
46;1.310784;0.404659;0.448196;2.945109
47;1.412859;0.764753;0.448196;6.707642
48;1.360195;0.572833;0.448196;5.570521
49;1.382503;0.745023;0.448196;5.500759
50;1.400877;0.582098;0.448196;4.195995
51;1.392553;0.759442;0.434987;6.818970
52;1.323568;0.699958;0.427281;7.611916
53;1.475120;0.947268;0.427281;8.805596
54;1.444151;0.817528;0.403000;7.578843
55;1.472013;1.339084;0.403000;11.837854
56;1.323543;0.600720;0.403000;4.638365
57;1.459283;1.259648;0.398795;13.729802
58;1.348448;0.567279;0.386325;4.200832
59;1.469936;1.328599;0.386325;12.876382
60;1.522140;2.206138;0.386325;27.060556
61;1.274010;0.546641;0.386325;4.136695
62;1.542211;1.388196;0.386325;15.449693
63;1.480529;1.710095;0.386325;20.632040
64;1.346733;0.663825;0.383519;5.451797
65;1.390768;0.954393;0.375391;8.462474
66;1.332292;0.741151;0.375391;7.502841
67;1.315816;0.705487;0.375391;7.104440
68;1.402217;1.241230;0.375391;14.759932
69;1.357818;0.712598;0.375391;6.928495
70;1.380659;0.809818;0.358650;7.255434
71;1.336728;0.669954;0.358650;5.205800
72;1.283437;0.559031;0.358650;4.144751
73;1.431603;0.957869;0.358650;9.413740
74;1.367925;0.748305;0.358650;6.585532
75;1.394982;1.087152;0.358650;11.495277
76;1.409711;1.136333;0.358650;8.799874
77;1.263183;0.624254;0.358650;5.765212
78;1.290969;0.549169;0.358650;4.270228
79;1.349220;0.574632;0.358650;3.862878
80;1.337133;0.593117;0.358650;3.815980
81;1.303209;0.610176;0.358650;4.426048
82;1.304647;0.668458;0.358650;4.947100
83;1.338362;0.745708;0.358650;6.857235
84;1.332076;0.714543;0.358650;6.634193
85;1.229264;0.542554;0.358650;4.958129
86;1.230819;0.559729;0.358650;4.685810
87;1.317030;0.664473;0.346523;5.086744
88;1.286344;0.569560;0.346523;4.360625
89;1.195805;0.545662;0.346523;3.189711
90;1.223443;0.678646;0.346523;6.778807
91;1.307748;0.893197;0.346523;7.896228
92;1.316019;0.591747;0.346523;4.366992
93;1.249551;0.468463;0.346523;3.494324
94;1.210637;0.528618;0.346523;3.741877
95;1.271998;0.983934;0.346523;11.961502
