0;2.918390
0;1.627706
0;1.964449
0;12.128618
0;7.692017
0;2.193755
0;1.411794
0;1.431218
0;1.678531
0;1.688926
0;1.946192
0;2.703258
0;1.598561
0;1.981099
0;1.363154
0;2.276762
0;1.985335
0;2.567340
0;1.688874
0;1.502671
0;6.347304
0;2.023290
0;3.054901
0;2.992418
0;3.308546
0;1.681045
0;2.313482
0;2.435893
0;1.621033
0;2.561404
0;2.654974
0;1.868054
0;2.147939
0;2.435138
0;5.172140
0;5.121458
0;2.320064
0;2.385447
0;1.556308
0;2.667647
0;1.832910
0;5.387804
0;2.658202
0;2.446979
0;10.303070
0;4.312319
0;2.041342
0;1.470670
0;2.053738
0;1.939128
0;1.702381
0;2.853010
0;3.253871
0;1.860386
0;1.946776
0;4.020145
0;1.356023
0;1.524923
0;4.747020
0;1.934667
0;8.412471
0;1.629163
0;3.409229
0;2.849644
0;5.539561
0;1.588060
0;2.672454
0;1.311453
0;3.030691
0;1.382385
0;1.548576
0;6.334151
0;2.330828
0;2.291618
0;5.527268
0;2.345516
0;1.866727
0;1.763437
0;2.496314
0;1.457276
0;6.751329
0;1.749705
0;1.493343
0;2.042702
0;1.781872
0;1.402011
0;4.118936
0;2.189312
0;1.477265
0;2.325798
0;1.793808
0;1.952947
0;1.494186
0;1.520175
0;1.603791
0;0.979825
0;2.218629
0;1.518047
0;1.706967
0;1.272467
0;3.073891
0;1.611240
0;2.153201
0;1.614353
0;1.591343
0;6.242475
0;2.711710
0;1.292845
0;21.467634
0;1.531561
0;2.401243
0;1.718984
0;3.126849
0;2.356471
0;1.886403
0;6.428584
0;2.271060
0;2.142722
0;11.774595
0;2.079268
0;3.351038
0;1.750600
0;1.488895
0;1.539219
0;4.861895
0;1.380991
0;2.052922
0;2.301096
0;1.777195
0;1.509189
0;2.565056
0;1.764849
0;1.373778
0;2.831759
0;1.805645
0;2.330836
0;1.678445
0;1.836703
0;6.005536
0;1.888357
0;1.648272
0;1.715812
0;6.541044
0;1.263775
0;1.809018
0;4.050213
0;2.035303
0;4.801837
0;2.936251
0;1.511929
1;2.918390
1;1.627706
1;1.964449
1;1.411794
1;1.431218
1;1.678531
1;1.688926
1;2.703258
1;1.363154
1;2.276762
1;1.985335
1;2.567340
1;1.688874
1;6.347304
1;2.313482
1;2.435893
1;2.147939
1;5.172140
1;5.121458
1;2.320064
