0.074449;0.000168;[256, 128, 64, 32, 16];44818;1000;10;190;497;0.000100;67.354259;0.282695
0.075313;0.000132;[256, 128, 64, 32, 16];44818;1000;10;190;497;0.000100;69.646782;0.279075
0.066212;0.000128;[256, 128, 64, 32, 16];44818;1000;10;190;497;0.000100;68.214994;0.270543
0.073877;0.000536;[256, 128, 64, 32, 16];44818;1000;10;190;497;0.000100;68.900219;0.287463
2.065417;2.100414;[256, 128, 64, 32, 16];44818;1;10;190;497;0.000100;0.118534;0.275480
2.150458;2.169529;[256, 128, 64, 32, 16];44818;1;10;190;497;0.000100;0.122709;0.273766
2.028378;2.114508;[256];1538;1;10;190;497;0.000100;0.043778;0.221740
2.179681;2.380868;[256];1538;1;10;190;497;0.000100;0.060526;0.163052
0.114018;0.099922;[256];1538;100;10;190;497;0.000100;2.020167;0.149495
0.114503;0.100252;[256];1538;100;10;190;497;0.000100;2.050051;0.170978
0.112011;0.098208;[50];302;500;10;190;497;0.000100;8.523792;0.176992
0.118413;0.106797;[10, 10];172;500;10;190;497;0.000100;8.805531;0.244503
0.110738;0.097646;[32, 32];1250;500;10;190;497;0.000100;9.445935;0.266543
0.104425;0.087998;[32, 32];1250;500;10;190;497;0.000100;9.285303;0.244415
0.212851;0.199994;[32, 32];1250;500;10;190;497;0.000100;9.362819;0.257819
0.102734;0.085248;[32, 32];1250;500;10;190;497;0.000100;9.391242;0.242692
0.109212;0.095312;[32, 32];1250;500;10;190;497;0.000100;9.311569;0.243945
0.111737;0.096693;[256];1538;500;10;190;497;0.000100;9.200132;0.187369
0.108676;0.092237;[256];1538;500;10;190;497;0.000100;9.265160;0.231112
0.104738;0.083968;[256];1538;500;10;190;497;0.000100;8.997340;0.188602
0.136993;0.124547;[256];1538;500;10;190;497;0.000100;8.744146;0.218528
0.105263;0.083163;[256];1538;500;10;190;497;0.000100;9.078451;0.197224
0.085982;0.043320;[256, 128];34178;500;10;190;497;0.000100;32.540134;0.268018
0.120534;0.001807;[256, 128];34178;500;50;190;497;0.000100;5.153998;0.266983
0.119560;0.001933;[256, 128];34178;500;50;190;497;0.000100;5.176036;0.250656
0.081771;0.019419;[256, 128];34178;500;5;190;497;0.000100;67.561504;0.259693
0.711732;0.750977;[256, 128];34178;500;5;190;497;0.000100;61.748469;0.246187
0.101900;0.083366;[256, 128];34178;500;5;190;497;0.000100;67.112195;0.255646
0.105635;0.088451;[50];302;500;5;190;497;0.000100;16.305141;0.174483
0.106107;0.089607;[50, 25];1527;200;5;190;497;0.000100;7.300552;0.204420
0.098637;0.071393;[256, 128];34178;200;5;190;497;0.000100;25.409399;0.275004
0.088363;0.055609;[256, 128, 128];50690;200;5;190;497;0.000100;25.740132;0.269841
0.088391;0.055774;[32, 200, 200, 256];98898;200;5;190;497;0.000100;33.722347;0.301021
0.104466;0.083561;[100, 100];10702;200;5;190;497;0.000100;13.663353;0.244494
0.084322;0.035537;[100, 100];10702;1000;20;190;497;0.000100;16.156349;0.267195
0.082622;0.032289;[200, 100];21102;1000;20;190;497;0.000100;23.857154;0.277555
0.102888;0.079518;[64, 32];2402;1000;20;190;497;0.000100;9.486181;0.245803
1.767913;1.732779;[64, 32];2402;100;20;190;497;0.000010;0.962131;0.252798
0.165367;0.161719;[64, 32];2402;100;20;190;497;0.000100;0.955143;0.256869
0.616400;0.595976;[64, 32];2402;500;20;190;497;0.000010;4.697588;0.242069
