ball_in_right_hand,ball_dist,box_size,ball_in_left_hand,box_ang,ball_ang,box_dist,ball_size,activation
0.0,0.714306972518,0.9,0.0,-0.512302078459,-0.341521460837,0.707454997986,0.85,1.0
0.0,0.553571429,0.9,0.0,-0.512302078459,-0.341521460837,0.707454997986,0.85,-1.0
0.0,0.707454997986,0.9,0.0,-0.512302078459,-0.512302078459,0.707454997986,0.85,1.0
0.0,0.553571429,0.9,0.0,-0.512302078459,-0.512302078459,0.707454997986,0.85,-1.0
0.0,0.248460691439,0.9,0.0,0.466747283268,0.307466281581,0.317915527434,0.15,-1.0
0.0,0.719055228591,0.9,0.0,-0.442837327379,0.452169641635,0.358406062623,0.85,1.0
0.0,0.553571429,0.9,0.0,-0.442837327379,0.452169641635,0.358406062623,0.85,-1.0
0.0,0.75435146712,0.9,0.0,-0.122847243061,0.425286302393,0.569887442678,0.15,1.0
0.0,0.553571429,0.9,0.0,-0.122847243061,0.425286302393,0.569887442678,0.15,-1.0
0.0,0.715071908051,0.9,0.0,-0.626471090417,0.393522996933,0.59585786604,0.15,1.0
0.0,0.553571429,0.9,0.0,-0.626471090417,0.393522996933,0.59585786604,0.15,-1.0
0.0,0.571531191061,0.9,0.0,0.819750742371,-0.0121945728351,0.550006354825,0.85,1.0
0.0,0.553571429,0.9,0.0,0.819750742371,-0.0121945728351,0.550006354825,0.85,-1.0
0.0,0.569836012342,0.9,0.0,-0.665068590824,0.154013700151,0.617918683483,0.85,-1.0
0.0,0.475356558706,0.9,0.0,0.217902768147,-0.404138595952,0.293216537403,0.85,-1.0
0.0,0.77913096745,0.9,0.0,-0.732102190731,0.512437121471,0.323995096808,0.85,1.0
0.0,0.553571429,0.9,0.0,-0.732102190731,0.512437121471,0.323995096808,0.85,-1.0
0.0,0.720322521927,0.9,0.0,0.469235489547,0.509411980946,0.779939276097,0.15,1.0
0.0,0.553571429,0.9,0.0,0.469235489547,0.509411980946,0.779939276097,0.15,-1.0
0.0,0.722788256716,0.9,0.0,0.245495865603,-0.562628872811,0.475952333314,0.15,1.0
0.0,0.553571429,0.9,0.0,0.245495865603,-0.562628872811,0.475952333314,0.15,-1.0
0.0,0.647054102705,0.9,0.0,0.341308337824,-0.229329930996,0.304283437778,0.15,1.0
0.0,0.553571429,0.9,0.0,0.341308337824,-0.229329930996,0.304283437778,0.15,-1.0
0.0,0.646614618582,0.9,0.0,-0.502865514811,-0.37472376207,0.729307632397,0.15,1.0
0.0,0.553571429,0.9,0.0,-0.502865514811,-0.37472376207,0.729307632397,0.15,-1.0
0.0,0.716408859977,0.9,0.0,0.378092996527,-0.404744208221,0.745606146217,0.15,1.0
0.0,0.606093113247,0.9,0.0,0.359961949164,0.122546240823,0.528477321594,0.15,1.0
0.0,0.553571429,0.9,0.0,0.359961949164,0.122546240823,0.528477321594,0.15,-1.0
0.0,0.691722604881,0.9,0.0,0.157279590031,0.463493146417,0.582752988654,0.15,1.0
0.0,0.580452121211,0.9,0.0,0.486762990075,0.0663085764881,0.574500555411,0.85,1.0
0.0,0.553571429,0.9,0.0,0.486762990075,0.0663085764881,0.574500555411,0.85,-1.0
0.0,0.686461508553,0.9,0.0,-0.717026219507,0.372407503775,0.308737704972,0.85,1.0
0.0,0.553571429,0.9,0.0,-0.717026219507,0.372407503775,0.308737704972,0.85,-1.0
0.0,0.597343128344,0.9,0.0,-0.123555306191,-0.106189936527,0.39472251493,0.15,1.0
