ball_in_right_hand,ball_dist,box_size,ball_in_left_hand,box_ang,ball_ang,box_dist,ball_size,activation
0.0,0.327380952381,0.9,0.0,0.414553255864,0.0,0.73116410595,0.85,1.0
0.0,0.298680620465,0.9,0.0,0.446546362125,-0.050439713333,0.75839875055,0.85,1.0
0.0,0.778953436459,0.9,0.0,0.701888940343,-0.475817081744,0.577660708971,0.85,-1.0
0.0,0.553571429,0.9,0.0,0.701888940343,-0.475817081744,0.577660708971,0.85,-1.0
0.0,0.327380952381,0.9,0.0,0.701888940343,0.0,0.577660708971,0.85,1.0
0.0,0.240566844452,0.9,0.0,-0.361282278994,-0.153406702042,0.672440008398,0.85,1.0
0.0,0.327380952381,0.9,0.0,0.270553905274,0.0,0.439144819262,0.85,1.0
0.0,0.519523853911,0.9,0.0,-0.56970077578,-0.146094386496,0.722914510004,0.85,-1.0
0.0,0.327380952381,0.9,0.0,-0.56970077578,0.0,0.722914510004,0.85,1.0
0.0,0.327380952381,0.9,0.0,0.752412295073,0.0,0.30993697016,0.85,1.0
0.0,0.327380952381,0.9,0.0,-0.343227886172,0.0,0.621156740796,0.85,1.0
0.0,0.327380952381,0.9,0.0,-0.092241471316,0.0,0.613361353108,0.85,1.0
0.0,0.251054560874,0.9,0.0,0.504662989978,0.0,0.817767134298,0.85,1.0
0.0,0.327380952381,0.9,0.0,0.450973523049,0.0,0.680966553162,0.85,1.0
0.0,0.619263601272,0.9,0.0,0.152848850973,-0.0171100969236,0.380668853853,0.85,-1.0
0.0,0.553571429,0.9,0.0,0.152848850973,-0.0171100969236,0.380668853853,0.85,-1.0
0.0,0.327380952381,0.9,0.0,0.152848850973,0.0,0.380668853853,0.85,1.0
0.0,0.290457156258,0.9,0.0,-0.443857135804,-0.401667495777,0.550085785044,0.85,-1.0
0.0,0.290457156258,0.9,0.0,-0.443857135804,0.0,0.550085785044,0.85,1.0
0.0,0.327380952381,0.9,0.0,-0.690961384971,0.0,0.434011539729,0.85,1.0
0.0,0.519523853911,0.9,0.0,-0.849860989916,-0.146094386496,0.474551314474,0.85,-1.0
0.0,0.327380952381,0.9,0.0,-0.849860989916,0.0,0.474551314474,0.85,1.0
0.0,0.327380952381,0.9,0.0,0.761719064617,0.0,0.408267490246,0.85,1.0
0.0,0.327380952381,0.9,0.0,0.0441522762345,0.0,0.167224158486,0.85,1.0
0.0,0.534739534178,0.9,0.0,-0.695184351531,0.408781999511,0.589185667204,0.85,-1.0
0.0,0.327380952381,0.9,0.0,-0.695184351531,0.0,0.589185667204,0.85,1.0
0.0,0.165236998482,0.9,0.0,0.594504232899,0.24164352877,0.416302786471,0.85,1.0
0.0,0.327380952381,0.9,0.0,-0.539359410093,0.0,0.432471875471,0.85,1.0
