1;0.019116;0.167148
2;0.012807;0.213631
3;0.012595;0.217876
4;0.012326;0.219044
5;0.012124;0.219393
6;0.012086;0.219400
7;0.011726;0.218966
8;0.011391;0.219255
9;0.010604;0.219169
10;0.010552;0.217939
11;0.010262;0.216713
12;0.009838;0.215424
13;0.009723;0.214430
14;0.009810;0.213764
15;0.009696;0.213173
16;0.009862;0.212228
17;0.009398;0.211637
18;0.008901;0.211179
19;0.009300;0.210520
20;0.009612;0.209799
21;0.008983;0.209071
22;0.009457;0.208474
23;0.009123;0.208095
24;0.009355;0.207537
25;0.008856;0.207435
26;0.009323;0.207042
27;0.009499;0.206601
28;0.009561;0.206083
29;0.010013;0.205794
30;0.009171;0.205550
31;0.008704;0.205149
32;0.009072;0.204665
33;0.009180;0.204128
34;0.008767;0.203830
35;0.009093;0.203468
36;0.009162;0.202946
37;0.009081;0.202884
38;0.008985;0.202570
39;0.008808;0.202011
40;0.008792;0.201395
41;0.009075;0.200832
42;0.009750;0.200321
43;0.009821;0.199901
44;0.009317;0.199674
45;0.008716;0.199269
46;0.008006;0.198851
47;0.008800;0.198546
48;0.008353;0.198115
49;0.008332;0.197625
50;0.008759;0.197188
51;0.008454;0.196968
52;0.008257;0.196622
53;0.008077;0.196136
54;0.008230;0.195671
55;0.007556;0.195083
56;0.008008;0.194387
57;0.007194;0.194276
58;0.010048;0.194016
59;0.008256;0.194130
60;0.008421;0.193986
61;0.008244;0.193646
62;0.008785;0.193213
63;0.007916;0.192778
64;0.008258;0.192329
65;0.007992;0.191844
66;0.008183;0.191449
67;0.007442;0.191019
68;0.007570;0.190885
69;0.007408;0.190508
70;0.008315;0.190167
71;0.008031;0.189972
72;0.008095;0.189685
73;0.007990;0.189353
74;0.006262;0.188839
75;0.007828;0.188423
76;0.008243;0.188147
77;0.007262;0.187774
78;0.008325;0.187510
79;0.006780;0.187053
80;0.007092;0.186506
81;0.006752;0.186123
82;0.007530;0.185807
83;0.006851;0.185419
84;0.008275;0.185095
85;0.008093;0.184976
86;0.006955;0.184768
87;0.007187;0.184540
88;0.008204;0.184274
89;0.007722;0.184032
90;0.006301;0.183633
91;0.006312;0.183301
92;0.007458;0.183039
93;0.007536;0.182680
94;0.007868;0.182457
95;0.008058;0.182406
96;0.008002;0.182423
97;0.007516;0.182384
98;0.007548;0.182246
99;0.007687;0.182167
100;0.006945;0.181925
101;0.008027;0.181730
102;0.008414;0.181640
103;0.006772;0.181392
104;0.007593;0.181089
105;0.007076;0.180837
106;0.009247;0.180689
107;0.008608;0.180545
108;0.007827;0.180532
109;0.008342;0.180519
110;0.007550;0.180372
111;0.007340;0.180167
112;0.006623;0.179944
113;0.006814;0.179510
114;0.005408;0.179042
115;0.008000;0.178803
116;0.008177;0.178811
117;0.006901;0.178718
118;0.006921;0.178395
119;0.005169;0.177966
120;0.005327;0.177639
121;0.008200;0.177524
122;0.007090;0.177383
123;0.006545;0.177236
124;0.006979;0.177116
125;0.006861;0.176883
126;0.005903;0.176488
127;0.005032;0.176076
128;0.005446;0.175726
129;0.005738;0.175283
130;0.007132;0.175099
131;0.008635;0.175214
132;0.008490;0.175210
133;0.006743;0.174950
134;0.007100;0.174837
135;0.007038;0.174784
136;0.006592;0.174459
137;0.007362;0.174116
138;0.005948;0.173785
139;0.006092;0.173538
140;0.007322;0.173225
141;0.006380;0.172914
142;0.005865;0.172882
143;0.006867;0.172615
144;0.006559;0.172321
145;0.006603;0.172010
146;0.008251;0.171910
147;0.008214;0.171878
148;0.006464;0.171807
149;0.006720;0.171699
150;0.006379;0.171564
151;0.005439;0.171397
152;0.007045;0.171320
153;0.008233;0.171334
154;0.007988;0.171300
155;0.006578;0.171149
156;0.005421;0.171040
157;0.007598;0.171035
158;0.007213;0.170919
159;0.005866;0.170627
160;0.006154;0.170353
161;0.005827;0.170084
162;0.006331;0.169917
163;0.005532;0.169709
164;0.006527;0.169476
165;0.005678;0.169269
166;0.009928;0.169155
167;0.007866;0.169179
168;0.007306;0.169160
169;0.006278;0.169052
170;0.006450;0.168896
171;0.006398;0.168731
172;0.007654;0.168614
173;0.007719;0.168549
174;0.006835;0.168454
175;0.005609;0.168280
176;0.007429;0.168115
177;0.006718;0.168227
178;0.009102;0.168223
179;0.007809;0.168241
180;0.007265;0.168230
181;0.005647;0.168033
182;0.005448;0.167861
183;0.006311;0.167743
184;0.005481;0.167576
185;0.005103;0.167370
186;0.004385;0.167133
187;0.004934;0.166849
188;0.004127;0.166569
189;0.004790;0.166295
190;0.005360;0.166039
191;0.006612;0.165944
192;0.009174;0.166009
193;0.009009;0.166078
194;0.006978;0.166015
195;0.004736;0.165803
196;0.004421;0.165625
197;0.005315;0.165407
198;0.004117;0.165174
199;0.005957;0.165014
200;0.005425;0.164871
