distance_t,angle_t,angle_act,angle_t+1
1.51942641892,-1.66560781451,-2.25553288892,-1.64678916524
1.07566019779,0.587689637769,-2.72597224756,0.580079416367
0.890402632333,1.1143901706,-0.162954965712,1.16897727622
1.40231827197,0.919012349927,-0.299508980237,0.95288188669
0.435240971319,-1.55051348498,-0.765244291365,-1.63868749593
1.25207243519,1.15454913122,-0.691019610452,1.1925545833
0.951142632516,0.877677865321,-1.23797154844,0.921414200778
0.78204241274,1.12012462125,0.279200180523,1.16985359883
0.975421236952,-0.882235304756,-0.933713510241,-0.879455400044
0.602898420854,1.19518302592,2.79568072189,1.11267826828
1.28152099419,2.18370408245,-1.75265043912,2.15660577552
0.243331937654,1.2777258286,3.1157014513,1.09190297673
1.08657789007,-1.62181379422,-0.903123941641,-1.65318738603
0.631257054449,2.24414553549,-2.21568334548,2.16908109363
0.451686357228,-1.68723975187,-1.48998353413,-1.71157079908
0.654849155157,-2.26849355475,1.78028946058,-2.21110899294
0.674730502759,1.37918246818,-1.98303516282,1.3640603394
2.12349998723,1.48800486786,1.52194592898,1.48718658799
0.139913983423,-1.70771695311,-2.3346567343,-1.42081862036
0.758461157629,0.0222213440183,-2.79150172324,0.0422005515976
1.62732628074,-1.54272595909,-0.0804099990691,-1.57336295325
1.51377160796,1.2587522414,-1.69810629998,1.26462851659
1.2748729412,0.774264886341,-2.3733768306,0.774036599147
0.829744042279,1.91278161019,-2.32185766708,1.86075885453
1.23481029982,1.53480959259,-0.243538934845,1.57408452667
0.518222772719,-2.54321073557,1.504073386,-2.47168109936
0.766041593728,-0.895568969725,-2.9669513525,-0.840103222958
0.265468755051,-0.892110659281,1.64905695636,-0.983952936537
1.15303568806,-0.731799491868,-0.968478978989,-0.72118463798
0.564249096351,1.60174179585,-0.113576720467,1.68811093183
1.1409571556,-1.03068625036,1.97166656986,-1.03651539326
1.40662396513,1.0644918399,0.297802136125,1.08979463013
0.569015731033,2.44037561101,-1.75990049807,2.36707109461
1.51736290064,1.43898137006,0.778729604536,1.45972836764
0.825237409606,0.860426786629,2.76681813212,0.804396029341
0.738291482013,1.2424984507,-1.05862926016,1.29073134051
1.21078467069,1.25549663336,-2.45801351335,1.23389904463
1.76282410771,-1.74531317027,-1.59043523277,-1.74981464171
0.827045813907,-0.616867630897,-0.694788723552,-0.611859791146
1.31605627174,-1.01547212549,-2.14853716997,-0.980512929878
0.871780022067,-1.98703635172,-0.626157746792,-2.04374888061
1.02387271936,-0.720342216099,-2.48463522145,-0.672900824122
1.09800920486,0.664760757613,0.814690589838,0.657638381022
0.982656711633,-1.3477950631,1.46227402575,-1.36359495395
1.67684028437,1.44899634674,-0.832199096253,1.47116659831
1.88764724677,-1.5955032587,2.49036880538,-1.57437729334
1.24713988964,1.33215442137,-0.151748177503,1.37221290408
0.80339546965,-1.57639404043,0.123062536893,-1.63755018014
1.09264985057,0.858283657544,2.91700783287,0.818732823727
0.25798428498,2.29715018181,-1.44405197428,2.20314281978
0.757514146053,-0.353900934674,-2.80955855359,-0.314145926718
1.95265862712,1.78846833977,2.15896247566,1.77897055722
1.0612799029,-2.1586396087,0.691884835152,-2.17157531296
0.717161917463,2.91771553301,-0.524792694424,2.89834360203
0.0906575366625,-0.58957985776,-1.72560167949,-0.0120938973042
1.21967655154,-1.96014743224,-1.16639530395,-1.99023199059
1.08884060816,-1.42320546659,2.29613912013,-1.39906007852
0.384088566974,-2.98853443846,-0.627482374121,-3.07218507059
0.207343894589,2.79144581289,-0.98976554884,2.67142228189
2.18413757982,-1.40551218881,-3.03932796735,-1.38270214879
0.783732201236,-1.48918501918,0.275524615577,-1.55094769382
0.777092019259,2.48564529587,-2.96683873681,2.43602033526
1.52798769257,1.68020118039,-2.49691101424,1.65252456394
0.585588088356,0.919241638843,-3.07921137694,0.858201980991
2.10157396877,1.34218153715,-2.99643984073,1.32022674317
1.48817283291,1.72334627316,-1.61325218159,1.71704369416
0.229591363225,3.09159113609,-1.94174740572,2.87322656894
1.12098444628,1.84134208583,-0.110159099078,1.88205461327
1.08731904102,-1.67031294875,0.086255669458,-1.71509581046
0.651120724304,-1.02855034581,2.94037331445,-0.974867127485
0.617742860696,-1.26533628349,-0.682233316371,-1.3130961239
1.55687903233,0.998250559421,-1.5214961469,1.01648107547
0.283329058301,-2.53802049289,-2.3951840417,-2.56844907186
1.17020003605,1.38024865257,-1.24298006165,1.40065809477
0.0831518697757,-2.28019758446,-1.60001467637,-2.89773383202
0.458264113217,-2.31417358859,-0.524780657169,-2.41784955007
0.781061673762,2.72812950597,2.73941086727,2.727357952
2.09977782817,-1.59642208994,2.85151526597,-1.57358398956
1.26471698666,-2.12976580984,1.36063298837,-2.11673862467
1.23566587758,2.38111028604,-1.83005493057,2.34631439775
1.97239297194,-1.44412417059,2.54688518611,-1.42540465465
