x_t,y_t,x_act,y_act,x_t+1,y_t+1
0.48692050683,-1.74990370324,-0.0447681432645,-0.0222668666104,0.531688650094,-1.72763683663
-0.435321069145,0.847104739494,0.00132615919878,-0.0499824099237,-0.436647228344,0.897087149418
0.211854696696,0.478973018182,0.0497776342325,-0.00471032166748,0.162077062463,0.483683339849
0.75380395921,-0.0829489908319,-0.00283297348532,0.0499196780962,0.756636932696,-0.132868668928
-0.833638629924,-0.375274191793,-0.0489384038298,0.0102485428519,-0.784700226094,-0.385522734644
0.408013876984,-1.68861472949,-0.0254974542298,0.0430102293391,0.433511331214,-1.73162495883
-0.873506183223,-1.01062645596,0.0269741690886,-0.0420998123746,-0.900480352312,-0.968526643581
-0.356357431595,0.660737959845,-0.0495498339528,-0.00669432261312,-0.306807597642,0.667432282458
-0.0402690237338,-0.708455196359,0.0220979594569,-0.0448517579125,-0.0623669831908,-0.663603438446
0.207385272144,0.800094648227,-0.0442848869608,-0.0232131166987,0.251670159105,0.823307764926
0.586525919498,1.063508913,-0.0163471730095,-0.0472521950241,0.602873092507,1.11076110802
-0.111759855933,0.674336370235,0.0410490754154,0.0285477390968,-0.152808931349,0.645788631138
0.462546646379,-1.68060554867,0.0179806014199,-0.0466550958908,0.444566044959,-1.63395045278
0.336036351512,-0.122813076669,0.018813012387,-0.0463257009113,0.317223339125,-0.076487375758
-0.418266684742,-0.303529373292,-0.0499997618458,0.000154322263365,-0.368266922896,-0.303683695555
0.120603816616,-1.79542729847,-0.0498447159192,-0.0039375493567,0.170448532535,-1.79148974912
0.849241875387,1.34919168971,-0.0225616000367,-0.0446203339721,0.871803475423,1.39381202368
0.207360861564,0.378644139946,0.046518041499,0.0183322615926,0.160842820065,0.360311878353
-0.13559686352,0.745675601687,-0.047142095964,-0.0166620163283,-0.0884547675562,0.762337618015
-0.284655815011,0.99772909554,0.0175882963099,0.0468043997175,-0.302244111321,0.950924695823
-0.028961792195,-0.117855625203,-0.0291200420473,0.0406450876634,0.000158249852278,-0.158500712866
0.368562072733,-1.01187310829,-0.0290040314793,-0.0407279530292,0.397566104212,-0.971145155262
-0.209687036749,-0.0111926554663,-0.0116646350638,-0.0486203279383,-0.198022401685,0.037427672472
-0.0432365336915,-0.828212548777,0.0302913480714,-0.0397798219204,-0.0735278817629,-0.788432726856
0.57022216713,1.0144745034,0.0467086495588,-0.0178410217307,0.523513517572,1.03231552513
0.277029572988,-1.1381553329,-0.0497616565956,0.0048762211663,0.326791229583,-1.14303155406
0.0885545556093,0.0167238034771,-0.0234695173159,-0.0441495385815,0.112024072925,0.0608733420586
0.643106957391,-0.404869922665,0.0243439095958,-0.043673493856,0.618763047795,-0.361196428809
0.255566546142,0.66502654869,0.0362885576487,-0.0343968106629,0.219277988493,0.699423359353
0.139626587967,0.622796459268,-0.0444816852543,-0.0228337398806,0.184108273221,0.645630199149
0.409423795028,1.86731729144,0.0421269276829,-0.0269318020934,0.367296867345,1.89424909353
0.0067851187696,0.724936565973,0.0203697731487,-0.0456625923691,-0.0135846543791,0.770599158342
0.895161094672,-0.754923156268,0.00760975224639,-0.0494175239237,0.887551342426,-0.705505632344
0.958152981687,1.88586006942,0.0490613451889,-0.00964284233265,0.909091636498,1.89550291175
0.129947276462,1.23110678135,-0.0334639335077,0.0371505740762,0.163411209969,1.19395620727
0.00676078657711,-0.73500105665,0.0483681540967,-0.0126697146487,-0.0416073675196,-0.722331342001
-0.0215426751741,0.913429966364,0.0423252801008,-0.0266189906718,-0.0638679552749,0.940048957036
-0.0330105854667,0.247795646735,-0.00487432830728,0.0497618420434,-0.0281362571594,0.198033804691
-0.0949031795152,-0.0525012130727,0.0277734303594,0.0415768753765,-0.122676609875,-0.0940780884492
-0.776894066247,0.0648064644539,0.00901052354474,-0.0491814036547,-0.785904589791,0.113987868109
0.610278781335,0.673055698594,-0.0445313655109,0.0227366990949,0.654810146846,0.650318999499
0.661260379097,1.37022029256,0.00125093054652,0.0499843492782,0.660009448551,1.32023594328
-0.624102376053,-1.70754673681,0.035934850442,-0.0347661692413,-0.660037226495,-1.67278056756
0.280637984364,-1.96459087976,-0.0447319112215,0.0223395639723,0.325369895585,-1.98693044373
-0.201704131283,-1.27966040381,-0.0115812317963,0.0486402618217,-0.190122899487,-1.32830066564
0.42611816697,1.67563494996,-0.039146462191,-0.0311055380588,0.465264629162,1.70674048802
-0.506841948003,0.757088267673,0.0303564907304,0.0397301330294,-0.537198438734,0.717358134643
-0.968713991715,1.57796288095,0.0436788497778,-0.0243342984712,-1.01239284149,1.60229717943
0.396411169724,-1.13699357356,0.011113152442,-0.0487493368447,0.385298017282,-1.08824423672
-0.223118532334,-1.80194598651,-0.0457707604088,0.0201255432622,-0.177347771925,-1.82207152977
0.475163082076,-1.27465465168,-0.00058691129776,-0.0499965552326,0.475749993374,-1.22465809645
-0.346000908473,1.72942577166,0.0240312714075,-0.0438462996676,-0.37003217988,1.77327207133
-0.14900820388,-1.5589049778,0.0449066517611,-0.0219861917486,-0.193914855641,-1.53691878605
-0.0227475016751,1.16181973202,-0.03630963908,0.0343745561409,0.0135621374048,1.12744517588
-0.119042566622,0.343571986815,0.0171806689103,-0.0469555600094,-0.136223235532,0.390527546825
0.209229613663,-0.839016327502,-0.0114195719616,0.048678469329,0.220649185625,-0.887694796831
-0.573726010618,0.818571219959,-0.0409776530331,0.0286501649541,-0.532748357585,0.789921055005
0.110404144334,0.7012661487,0.0327250240207,0.0378030792773,0.0776791203132,0.663463069422
-0.341224662392,-0.512789942116,0.044681813628,-0.0224395973876,-0.38590647602,-0.490350344728
-0.11246232498,-0.188450100865,-0.0345201392058,0.0361712591599,-0.0779421857747,-0.224621360025
0.0731348413928,1.59892628186,-0.043639441207,-0.0244049005558,0.1167742826,1.62333118242
0.0426238721778,0.988807244006,-0.0340054782272,-0.0366555241476,0.076629350405,1.02546276815
0.695422458743,0.106409136182,-0.00260528949003,-0.0499320785335,0.698027748233,0.156341214716
-0.423532047151,-0.38223768676,-0.0497544114806,0.00494959980356,-0.373777635671,-0.387187286564
0.0576702762013,1.65690765337,-0.0498185564315,-0.00425575317397,0.107488832633,1.66116340654
-0.101953621148,-1.11413820449,-0.0131684433021,-0.0482347602979,-0.0887851778463,-1.06590344419
-0.940823546432,0.802363916026,-0.00965878218563,0.0490582095749,-0.931164764246,0.753305706452
0.121598736529,-1.31727090008,0.0499174145916,-0.00287258080703,0.0716813219378,-1.31439831928
0.621528737476,-0.253140928597,0.0304346623259,0.0396702826951,0.59109407515,-0.292811211292
0.133748030528,0.252264173218,-0.0420922419439,-0.0269859809556,0.175840272472,0.279250154174
-0.0810724000586,-0.559928222909,-0.0460392842952,-0.0195034433263,-0.0350331157634,-0.540424779583
-0.742840647794,-0.646450972206,0.046337950733,-0.0187828198593,-0.789178598527,-0.627668152347
0.103888331422,-0.854609232103,-0.0479791107784,-0.0140714224196,0.1518674422,-0.840537809683
0.404386019692,-0.0816617474296,-0.0431243873915,-0.0253038971724,0.447510407083,-0.0563578502573
-0.0925504198843,2.25726346922,0.0232026349866,-0.0442903796515,-0.115753054871,2.30155384888
0.0420496940926,-0.418029798138,0.0353513267661,0.0353593508973,0.00669836732651,-0.453389149036
0.0641483000515,2.02463140348,0.047176083302,0.0165655414727,0.0169722167495,2.008065862
0.898593347647,-0.787747014834,0.0113443024973,0.0486960655582,0.887249045149,-0.836443080392
-0.650568175844,1.31969828972,-0.0461826932689,0.0191613893658,-0.604385482575,1.30053690035
0.0552272254995,1.40512578461,0.013959952651,-0.0480116623539,0.0412672728485,1.45313744696
-0.146757043907,0.76848042993,0.0412017543139,-0.0283269384413,-0.187958798221,0.796807368372
0.426709490408,-0.856734461668,-0.0363655149953,-0.0343154384953,0.463075005403,-0.822419023172
0.31296426944,1.49430037742,-0.0366787696846,0.0339804039768,0.349643039125,1.46031997345
-0.000331172780359,0.24829199324,-0.0499855640029,0.00120141221533,0.0496543912225,0.247090581025
0.0903259911994,-0.106231407497,-0.00316624666672,-0.0498996481154,0.0934922378661,-0.0563317593812
0.707304375437,-1.25829839311,-0.0209809117316,0.0453850343496,0.728285287168,-1.30368342746
-0.294444372412,1.09673861252,0.0471987760466,0.0165007739124,-0.341643148459,1.0802378386
-0.395369299655,0.339961480099,-0.0250313684122,0.0432831444724,-0.370337931243,0.296678335627
0.358511639765,0.230822231432,-0.0355573007505,0.0351522170473,0.394068940516,0.195670014385
-0.245259962501,1.22411925066,-0.0499979813068,-0.000449294161096,-0.195261981194,1.22456854483
-0.624277305578,0.120280621981,-0.0138580169356,0.0480411840676,-0.610419288642,0.0722394379131
0.583268632094,0.87586878546,-0.0222711097893,0.0447660325331,0.605539741883,0.831102752927
-0.430225942478,0.464707502591,0.00392877640489,0.0498454081733,-0.434154718883,0.414862094418
-0.776587386813,-0.563891541246,0.0348171868526,-0.0358854218266,-0.811404573666,-0.52800611942
-0.13908877152,0.979795044366,-0.0290462063061,0.0406978856849,-0.110042565214,0.939097158681
0.134712377461,0.288281157499,-0.0287680801601,-0.0408949576831,0.163480457622,0.329176115182
-0.00215018548692,0.344160960191,0.0465939105658,0.0181385638401,-0.0487440960528,0.326022396351
-0.116882456219,-0.0233740488841,-0.0228475564218,0.0444745901111,-0.0940348997968,-0.0678486389952
0.113901568313,-1.78644724113,-0.0424422581965,-0.0264320774663,0.15634382651,-1.76001516367
0.376666924777,0.00992410536655,-0.0426324599434,-0.0261241910722,0.419299384721,0.0360482964387
-0.823306888891,1.31363365434,0.0212347934561,-0.0452668040277,-0.844541682347,1.35890045837
-0.0735482638546,-1.56736263906,0.0389033719749,-0.0314090376958,-0.11245163583,-1.53595360136
0.597014184678,0.577403638793,0.0343685649129,-0.0363153100747,0.562645619765,0.613718948868
0.204984482136,0.692118053854,0.0499907274773,0.000962894746103,0.154993754659,0.691155159108
0.429202955493,-1.13670255775,0.0335348315616,-0.0370865888447,0.395668123932,-1.09961596891
0.265580895998,2.17378864388,-0.0327652297501,0.0377682369117,0.298346125748,2.13602040697
-0.0751725686819,-1.04651880701,-0.0414143785638,0.0280151610414,-0.0337581901181,-1.07453396805
0.280507366871,0.657509630446,-0.0494475670847,-0.00741202464918,0.329954933956,0.664921655095
-0.70978887353,1.6645914614,0.0493673153,0.00792894571,-0.75915618883,1.65666251569
0.690369341721,-0.0983519714557,-0.0187451588426,0.0463531985947,0.709114500563,-0.14470517005
0.443281709899,0.101170657909,0.046978425209,0.0171180479286,0.39630328469,0.0840526099801
0.104130598524,-0.537590683848,-0.0455868379346,0.0205387489181,0.149717436459,-0.558129432766
