distance_t,angle_t,angle_act,distance_t+1
1.51942641892,-1.66560781451,-2.25553288892,1.4781390283
1.07566019779,0.587689637769,-2.72597224756,1.12495440275
0.890402632333,1.1143901706,-0.162954965712,0.877246416363
1.40231827197,0.919012349927,-0.299508980237,1.38586138892
0.435240971319,-1.55051348498,-0.765244291365,0.401440593296
1.25207243519,1.15454913122,-0.691019610452,1.26655343391
0.951142632516,0.877677865321,-1.23797154844,0.977992490999
0.78204241274,1.12012462125,0.279200180523,0.749630420848
0.975421236952,-0.882235304756,-0.933713510241,0.925491048499
0.602898420854,1.19518302592,2.79568072189,0.606446150498
1.28152099419,2.18370408245,-1.75265043912,1.31702726016
0.243331937654,1.2777258286,3.1157014513,0.261026212842
1.08657789007,-1.62181379422,-0.903123941641,1.04946089233
0.631257054449,2.24414553549,-2.21568334548,0.645569168236
0.451686357228,-1.68723975187,-1.48998353413,0.402775173098
0.654849155157,-2.26849355475,1.78028946058,0.686777697424
0.674730502759,1.37918246818,-1.98303516282,0.72360128082
2.12349998723,1.48800486786,1.52194592898,2.07352947855
0.139913983423,-1.70771695311,-2.3346567343,0.103659614776
0.758461157629,0.0222213440183,-2.79150172324,0.805958536094
1.62732628074,-1.54272595909,-0.0804099990691,1.62267437658
1.51377160796,1.2587522414,-1.69810629998,1.56294784891
1.2748729412,0.774264886341,-2.3733768306,1.32487206095
0.829744042279,1.91278161019,-2.32185766708,0.853888349687
1.23481029982,1.53480959259,-0.243538934845,1.24607448669
0.518222772719,-2.54321073557,1.504073386,0.550487536264
0.766041593728,-0.895568969725,-2.9669513525,0.791255398627
0.265468755051,-0.892110659281,1.64905695636,0.308021701581
1.15303568806,-0.731799491868,-0.968478978989,1.10449181619
0.564249096351,1.60174179585,-0.113576720467,0.573588124533
1.1409571556,-1.03068625036,1.97166656986,1.19049347068
1.40662396513,1.0644918399,0.297802136125,1.37105227964
0.569015731033,2.44037561101,-1.75990049807,0.595114963433
1.51736290064,1.43898137006,0.778729604536,1.47818913131
0.825237409606,0.860426786629,2.76681813212,0.843026934776
0.738291482013,1.2424984507,-1.05862926016,0.772545764414
1.21078467069,1.25549663336,-2.45801351335,1.2531201563
1.76282410771,-1.74531317027,-1.59043523277,1.71343994923
0.827045813907,-0.616867630897,-0.694788723552,0.777207275096
1.31605627174,-1.01547212549,-2.14853716997,1.29565364242
